,date,ticker,pe_exi,de_ratio,close_price,exp_ret,vol,mom,Mkt-RF,SMB,HML,RMW,CMA,RF,ret_excess
1371,2008-07-31,AIN,191.33333333333334,1.6045183380191517,21.26930046081543,-0.02465407458348749,0.0583718105516164,-0.2738156486468841,-0.77,3.72,5.42,-1.36,1.06,0.0015,-0.02615407458348749
1372,2008-08-31,AIN,161.42105263157896,1.5765933721222707,22.7292537689209,-0.019416572726888442,0.05640707385201339,-0.22457045802628173,1.53,3.46,1.59,1.86,0.84,0.0013,-0.02071657272688844
1373,2008-09-30,AIN,143.8421052631579,1.5765933721222707,20.332059860229492,-0.016942634810357182,0.05975172552571628,-0.2024131992469269,-9.24,0.25,5.91,2.42,1.78,0.0015,-0.018442634810357184
1374,2008-10-31,AIN,76.63157894736842,1.5765933721222707,10.831866264343262,-0.022857023118157526,0.06493475384775547,-0.2610424531339609,-17.23,-3.34,-2.3,3.04,2.05,0.0008,-0.023657023118157525
1375,2008-11-30,AIN,109.85714285714285,1.5516950696337541,11.44189453125,-0.0618169220923574,0.1430573156667982,-0.6064268106857806,-7.86,-3.9,-6.31,4.53,2.75,0.0003,-0.062116922092357404
1376,2008-12-31,AIN,91.71428571428571,1.5516950696337541,9.646848678588867,-0.05972375743750446,0.14471617334071954,-0.5968401521091629,1.74,3.29,0.14,0.07,-1.5,0.0,-0.05972375743750446
1377,2009-01-31,AIN,71.49999999999999,1.5516950696337541,7.520636558532715,-0.06964990166671521,0.14713821763541093,-0.6467470019543111,-8.12,-2.14,-11.29,0.18,-1.16,0.0,-0.06964990166671521
1378,2009-02-28,AIN,-3.1159420289855073,2.347078800464877,6.461287021636963,-0.08321012347776796,0.15330405763581703,-0.7077479367326953,-10.1,-1.33,-6.95,1.2,-1.02,0.0001,-0.08331012347776796
1379,2009-03-31,AIN,-3.2789855072463774,2.347078800464877,6.959673881530762,-0.09344665074219283,0.1526552181269542,-0.7443065021770638,8.95,0.67,3.47,-2.52,-2.25,0.0002,-0.09364665074219283
1380,2009-04-30,AIN,-3.36231884057971,2.347078800464877,7.136551380157471,-0.09169704909180097,0.1546329990874342,-0.7392235152073552,10.18,7.13,5.36,1.31,0.12,0.0001,-0.09179704909180098
1381,2009-05-31,AIN,-3.926470588235294,1.9009932345458145,10.266484260559082,-0.08994808577820296,0.1559322699228753,-0.7337745759549792,5.21,-2.32,0.28,-0.78,-2.16,0.0,-0.08994808577820296
1382,2009-06-30,AIN,-3.347058823529412,1.9009932345458145,8.827385902404785,-0.04952022512862547,0.2185296787996874,-0.5983128540540436,0.43,2.29,-2.73,-1.41,-0.33,0.0001,-0.049620225128625475
1383,2009-07-31,AIN,-4.041176470588235,1.9009932345458145,10.658019065856934,-0.047941654372722554,0.2177329879579144,-0.589263912275341,7.72,2.39,4.83,-0.46,3.13,0.0001,-0.04804165437272256
1384,2009-08-31,AIN,-4.69672131147541,2.1016383603612776,13.334160804748535,-0.02979783630481514,0.22988337047046584,-0.4989012880093414,3.33,-0.09,7.63,-3.03,3.34,0.0001,-0.02989783630481514
1385,2009-09-30,AIN,-5.300546448087431,2.1016383603612776,15.158819198608398,-0.014593627118772379,0.24266414003728198,-0.4133480605957618,4.08,2.73,1.04,1.31,0.36,0.0001,-0.014693627118772378
1386,2009-10-31,AIN,-4.551912568306011,2.1016383603612776,13.017828941345215,0.005598725046171611,0.24448951289247933,-0.2544376072657649,-2.59,-4.94,-4.21,4.17,-1.5,0.0,0.005598725046171611
1387,2009-11-30,AIN,-4.980716253443526,2.304537687941375,14.127394676208496,0.03276661076545142,0.2015039609971348,0.20180849944554669,5.56,-2.68,-0.34,1.0,0.13,0.0,0.03276661076545142
1388,2009-12-31,AIN,-6.187327823691461,2.304537687941375,17.967824935913086,0.03517630967715687,0.2019835332933091,0.2347076472015961,2.75,6.24,-0.16,1.02,-0.09,0.0001,0.035076309677156865
1389,1996-02-29,AIR,23.644576025777805,1.1336545661646296,10.469425201416016,0.0428211859635339,0.10030216210930686,0.5716888893036209,1.33,1.77,-1.08,0.24,-1.9,0.0039000000000000003,0.0389211859635339
1390,1996-03-31,AIR,24.54819048413383,1.1336545661646296,10.869531631469727,0.03723760358060973,0.1035891355257792,0.4682956857565599,0.73,1.61,0.35,1.42,-0.95,0.0039000000000000003,0.03333760358060973
1391,1996-04-30,AIR,22.390107804209975,1.1149073731823904,10.935555458068848,0.050270804004797824,0.09137595210077312,0.7287111432525575,2.06,4.71,-4.02,-0.14,-2.11,0.0046,0.045670804004797824
1392,1996-05-31,AIR,24.313185255876096,1.1149073731823904,11.874804496765137,0.03876890461176347,0.08707764022647313,0.520161047364669,2.36,3.21,-0.83,0.12,-0.3,0.0042,0.03456890461176347
1393,1996-06-30,AIR,22.390107804209975,1.1149073731823904,10.935555458068848,0.0368354300823256,0.08561963314811684,0.48835995364815754,-1.14,-3.65,2.35,3.51,1.22,0.004,0.0328354300823256
1394,1996-07-31,AIR,19.124998581105245,1.1396437559557262,10.330781936645508,0.015899822883278292,0.08006443330444984,0.1693542046384977,-5.97,-3.81,5.14,2.95,2.6,0.0045000000000000005,0.011399822883278291
1395,1996-08-31,AIR,21.624997632556912,1.1396437559557262,11.681209564208984,0.01542522079746586,0.08050372470962197,0.1623468470005478,2.77,2.57,-0.74,-0.37,-2.42,0.0040999999999999995,0.011325220797465861
1396,1996-09-30,AIR,23.124997633427913,1.1396437559557262,12.491464614868164,0.027553040017744296,0.08628835438778902,0.3340514415241378,5.01,-1.39,-2.72,1.27,-2.22,0.0044,0.023153040017744295
1397,1996-10-31,AIR,25.909070115044532,1.1324876397050705,15.464920043945312,0.025187998025264557,0.08456126161010503,0.2995615824464708,0.86,-3.77,4.94,1.4,3.25,0.0042,0.02098799802526456
1398,1996-11-30,AIR,27.159077052134002,1.1324876397050705,16.21103286743164,0.04674405782725238,0.1028178523405564,0.642805107360352,6.25,-3.8,1.39,2.12,-0.79,0.0040999999999999995,0.042644057827252384
1399,1996-12-31,AIR,27.49998614324105,1.1324876397050705,16.414518356323242,0.047830182691430446,0.10275377825418011,0.6634883081193124,-1.7,3.25,1.31,0.37,1.49,0.0046,0.04323018269143045
1400,1997-01-31,AIR,21.848733096720448,1.157849634438338,14.176737785339355,0.032436302943662954,0.0915560924247269,0.40683091369993285,4.99,-1.82,-1.42,1.19,-0.02,0.0045000000000000005,0.027936302943662953
1401,1997-02-28,AIR,21.428552205720155,1.157849634438338,13.904105186462402,0.025823859419805695,0.1009813532375673,0.28845475782361607,-0.49,-2.59,5.67,0.67,3.47,0.0039000000000000003,0.021923859419805694
1402,1997-03-31,AIR,25.210064812957974,1.157849634438338,16.357770919799805,0.028261682095110846,0.09936453032584036,0.32806767506031154,-5.03,-0.43,3.39,0.5,1.66,0.0043,0.023961682095110848
1403,1997-04-30,AIR,23.062009602538627,1.1159553237877307,16.287424087524414,0.03978284371860338,0.10824229701885851,0.5049195746797772,4.04,-5.7,0.07,3.26,-0.72,0.0043,0.035482843718603385
1404,1997-05-31,AIR,24.030995936434618,1.1159553237877307,16.97177505493164,0.03891828326926238,0.10857692893739566,0.4894007121976294,6.74,4.75,-4.13,-1.02,-2.96,0.0049,0.03401828326926238
1405,1997-06-30,AIR,25.04804745640503,1.1159553237877307,17.690343856811523,0.03526225589543261,0.1075856347154785,0.42922563984569084,4.1,1.19,1.58,0.56,0.66,0.0037,0.03156225589543261
1406,1997-07-31,AIR,25.9057915875064,0.9668200505832674,19.63512420654297,0.045381839751149976,0.10138350454171827,0.6176904707440924,7.33,-2.76,0.26,0.07,-2.58,0.0043,0.04108183975114998
1407,1997-08-31,AIR,24.32027071702052,0.9668200505832674,18.433670043945312,0.0591516715492037,0.09761659739040629,0.9006425967518448,-4.15,7.61,1.18,-1.11,-0.04,0.0040999999999999995,0.0550516715492037
1408,1997-09-30,AIR,24.184766035782424,0.9668200505832674,18.330690383911133,0.043159350866897685,0.10050326826743372,0.5780617531617398,5.35,2.49,0.37,-1.63,-0.91,0.0044,0.038759350866897684
1409,1997-10-31,AIR,24.52874903479097,1.021773571308275,19.735239028930664,0.03691347867355151,0.10105413536709895,0.46745725574027075,-3.8,-0.52,2.27,1.0,1.94,0.0042,0.03271347867355151
1410,1997-11-30,AIR,26.412321131775105,1.021773571308275,21.250686645507812,0.023462129974409256,0.08050150756835539,0.27612939302956363,2.98,-5.11,1.2,2.81,1.84,0.0039000000000000003,0.019562129974409256
1411,1997-12-31,AIR,26.541090679795087,1.021773571308275,21.354007720947266,0.02584074786693552,0.08171294360516433,0.31087801864870435,1.32,-2.03,3.84,0.74,1.92,0.0048,0.021040747866935522
1412,1998-01-31,AIR,28.437495247762705,0.9988913312356211,25.073732376098633,0.025199891794107237,0.08185666654900786,0.30092198000565884,0.15,-1.36,-1.63,0.87,-0.73,0.0043,0.020899891794107235
1413,1998-02-28,AIR,28.476562516535388,0.9988913312356211,25.17849349975586,0.051076777423829565,0.07494096388810918,0.7686531807076398,7.04,0.2,-0.85,-0.31,-2.54,0.0039000000000000003,0.047176777423829565
1414,1998-03-31,AIR,25.546875014834217,0.9988913312356211,22.58811378479004,0.053027536183439715,0.07322956801301309,0.8108675935701821,4.76,-0.65,1.39,-0.26,-0.37,0.0039000000000000003,0.049127536183439714
1415,1998-04-30,AIR,22.640489922940493,1.072202275609532,21.778240203857422,0.02974826586428043,0.07480541149679487,0.38087969904560115,0.73,0.0,0.94,-1.69,-0.36,0.0043,0.02544826586428043
1416,1998-05-31,AIR,22.85662825156045,1.072202275609532,21.98615074157715,0.02711881114625933,0.07664303986264077,0.33711998206879,-3.07,-2.95,3.44,1.1,2.61,0.004,0.02311881114625933
1417,1998-06-30,AIR,25.558357359309912,1.072202275609532,24.584985733032227,0.02441294201217088,0.07664242178339035,0.2954538149613546,3.18,-3.66,-1.96,-0.26,-2.97,0.0040999999999999995,0.02031294201217088
1418,1998-07-31,AIR,19.931102362204726,1.2288815024098387,21.179590225219727,0.03073496079630088,0.08124616631133555,0.3897404104763049,-2.46,-5.27,-1.78,1.74,0.45,0.004,0.02673496079630088
1419,1998-08-31,AIR,17.421259842519685,1.2288815024098387,18.512527465820312,0.010030808894869967,0.09037268727100027,0.078658326905928,-16.08,-5.17,3.53,3.37,5.91,0.0043,0.005730808894869967
1420,1998-09-30,AIR,15.452755905511811,1.2288815024098387,16.42072296142578,0.004636054605726497,0.09671994176057877,0.004277901345039137,6.15,-0.78,-3.42,-1.88,-2.99,0.0046,3.605460572649738e-05
1421,1998-10-31,AIR,17.172029705240973,1.2169160667537888,19.420833587646484,-0.004314570456164402,0.10254630132399548,-0.10419506207806184,7.13,-3.43,-2.23,0.93,0.31,0.0032,-0.007514570456164401
1422,1998-11-30,AIR,18.750000002479332,1.2169160667537888,21.205459594726562,0.004525423061744804,0.11408132864630999,-0.01593116966170416,6.1,0.75,-3.25,-0.86,-1.18,0.0031,0.0014254230617448045
1423,1998-12-31,AIR,17.728960398383922,1.2169160667537888,20.050697326660156,0.00578404241276409,0.1150304318376433,-0.0021282630314823914,6.16,-1.56,-4.19,-0.76,-3.39,0.0038,0.00198404241276409
1424,1999-01-31,AIR,13.839285714285715,1.2831117214717362,16.341835021972656,0.0008408836181242515,0.11634071621889153,-0.06103352641427695,3.5,-0.75,-4.6,-2.77,-6.8,0.0034999999999999996,-0.002659116381875748
1425,1999-02-28,AIR,10.803571428571429,1.2831117214717362,12.757179260253906,-0.0290897422744949,0.11386310737568962,-0.3482488056883625,-4.08,-5.22,1.92,-1.23,4.1,0.0034999999999999996,-0.032589742274494904
1426,1999-03-31,AIR,12.723214285714286,1.2831117214717362,15.023947715759277,-0.04771746443803085,0.12560505158240332,-0.49333031937047367,3.45,-4.23,-2.74,-4.07,-1.42,0.0043,-0.05201746443803085
1427,1999-04-30,AIR,13.194444444444445,1.268441862445355,16.096620559692383,-0.024336934637399794,0.13972269388250505,-0.33487373674043464,4.33,4.52,2.46,-2.53,0.89,0.0037,-0.028036934637399792
1428,1999-05-31,AIR,13.715277777777779,1.268441862445355,16.73201560974121,-0.015399309060017685,0.14232504919717795,-0.2608851583498788,-2.46,3.71,2.35,0.93,3.34,0.0034000000000000002,-0.018799309060017685
1429,1999-06-30,AIR,15.755208333333334,1.268441862445355,19.22064208984375,-0.012905383476392326,0.14306220389683774,-0.23897476159389963,4.77,2.29,-3.19,1.13,-3.21,0.004,-0.016905383476392324
1430,1999-07-31,AIR,14.135906040268457,1.2286871041452605,17.916902542114258,-0.010361122058305342,0.14585017215749538,-0.2181959225618333,-3.49,2.57,-0.44,0.36,3.22,0.0038,-0.014161122058305341
1431,1999-08-31,AIR,14.345637583892618,1.2286871041452605,18.182737350463867,-0.004470699064034717,0.1415684370238357,-0.15404866895018599,-1.38,-1.73,-1.87,-0.24,0.64,0.0039000000000000003,-0.008370699064034717
1432,1999-09-30,AIR,12.080536912751677,1.2286871041452605,15.311779975891113,0.007259565573546077,0.13632449197465446,-0.017814429497287065,-2.79,2.59,-3.49,-0.75,-1.23,0.0039000000000000003,0.0033595655735460766
1433,1999-10-31,AIR,10.83603896103896,1.230548699903485,14.267694473266602,0.0035178426859347744,0.1404780912280754,-0.06753314017535683,6.12,-6.91,-3.37,-1.74,-1.19,0.0039000000000000003,-0.0003821573140652258
1434,1999-11-30,AIR,10.714285714285714,1.230548699903485,14.107390403747559,-0.017389748525057563,0.12963728136517091,-0.2653407790723141,3.37,5.8,-6.12,-4.28,-1.74,0.0036,-0.020989748525057562
1435,1999-12-31,AIR,11.647727272727272,1.230548699903485,15.33643913269043,-0.025983732322303953,0.12507201264297282,-0.33472838253145776,7.72,5.39,-8.33,-7.6,-5.63,0.0044,-0.030383732322303954
1436,2000-01-31,AIR,11.194620253164556,1.196788276945796,15.192261695861816,-0.01418566505844579,0.1287650276666294,-0.23511691973433124,-4.74,4.42,-1.88,-6.29,4.72,0.0040999999999999995,-0.01828566505844579
1437,2000-02-29,AIR,15.031645569620252,1.196788276945796,20.39950180053711,0.0004454397880198635,0.11703538096569269,-0.07034542476809758,2.45,18.28,-9.59,-18.65,-0.48,0.0043,-0.0038545602119801365
1438,2000-03-31,AIR,10.561708860759493,1.196788276945796,14.333327293395996,0.04728799196550246,0.13252921858116593,0.5990605277526764,5.2,-15.32,8.13,11.79,-1.59,0.004699999999999999,0.04258799196550246
1439,2000-04-30,AIR,9.355590062111801,1.194456547564517,13.008919715881348,0.007700119654328763,0.15845339036857536,-0.04596797296085231,-6.4,-5.01,7.26,7.66,5.65,0.0046,0.003100119654328763
1440,2000-05-31,AIR,8.618012422360248,1.194456547564517,11.983318328857422,-0.0059497222903937734,0.1595189400736072,-0.1918229253376923,-4.42,-3.81,4.75,4.13,1.37,0.005,-0.010949722290393774
1441,2000-06-30,AIR,7.453416149068323,1.194456547564517,10.363950729370117,-0.015809067092793356,0.16011137726127606,-0.2838090396066296,4.64,9.92,-8.42,-8.31,-2.95,0.004,-0.019809067092793356
1442,2000-07-31,AIR,9.375,1.1825191817740013,10.438666343688965,-0.03946486436432604,0.15446128760973227,-0.46079060829885266,-2.51,-1.03,8.31,5.83,2.94,0.0048,-0.044264864364326036
1443,2000-08-31,AIR,8.7890625,1.1825191817740013,9.786252975463867,-0.03321158442074493,0.15472727228609995,-0.41738443242895684,7.03,-1.03,-1.39,-3.22,1.1,0.005,-0.038211584420744925
1444,2000-09-30,AIR,8.935546875,1.1825191817740013,9.949357986450195,-0.03965631627466864,0.15415355951677667,-0.4617832955050519,-5.45,0.19,7.17,2.56,5.53,0.0051,-0.04475631627466864
1445,2000-10-31,AIR,11.819306930693068,1.1974972396566148,10.471673965454102,-0.025109531172500272,0.15016632899982577,-0.3502154548905628,-2.76,-2.65,5.71,9.61,3.8,0.005600000000000001,-0.030709531172500273
1446,2000-11-30,AIR,10.272277227722773,1.1974972396566148,9.101036071777344,-0.015052378037448725,0.1510576323099892,-0.26605703639961653,-10.72,-0.58,12.3,13.07,8.43,0.0051,-0.020152378037448723
1447,2000-12-31,AIR,12.5,1.1974972396566148,11.074755668640137,-0.025023593829931096,0.15468830417038876,-0.3548745862055609,1.19,3.26,7.61,1.71,4.79,0.005,-0.030023593829931097
1448,2001-01-31,AIR,19.727272727272727,1.2129952426176904,13.404050827026367,-0.014211372216579199,0.1672627986937949,-0.2778795929862421,3.13,5.48,-5.07,-4.69,-5.03,0.0054,-0.0196113722165792
1449,2001-02-28,AIR,17.662337662337663,1.2129952426176904,12.000991821289062,0.004099104183979824,0.17942213489293496,-0.11770537558094696,-10.05,2.83,12.47,9.1,9.07,0.0038,0.0002991041839798237
1450,2001-03-31,AIR,16.57142857142857,1.2129952426176904,11.25975513458252,-0.033186757104927495,0.14603100422245577,-0.4117017200403844,-7.26,2.33,6.42,3.35,3.92,0.0042,-0.0373867571049275
1451,2001-04-30,AIR,19.701754385964914,1.2098370792814404,9.981175422668457,-0.013553078878685315,0.12097121560785133,-0.21443535725508822,7.94,-0.86,-4.67,-3.06,-3.2,0.0039000000000000003,-0.017453078878685316
1452,2001-05-31,AIR,24.56140350877193,1.2098370792814404,12.443142890930176,-0.015315787034031183,0.12237058849733405,-0.23274371426219254,0.72,3.6,3.36,0.25,1.91,0.0032,-0.018515787034031183
1453,2001-06-30,AIR,30.000000000000004,1.2098370792814404,15.198412895202637,0.01180916269666111,0.1415780478100223,0.038372056007678124,-1.94,6.57,-1.12,1.6,-1.51,0.0028000000000000004,0.00900916269666111
1454,2001-07-31,AIR,23.942028985507246,1.0629901355625315,14.763871192932129,0.04152282444912642,0.14530241576924724,0.466469041784642,-2.13,-2.82,5.21,7.42,3.06,0.003,0.03852282444912642
1455,2001-08-31,AIR,24.72463768115942,1.0629901355625315,15.246463775634766,0.03853945462098049,0.14643411938663314,0.4143445826159686,-6.46,2.72,2.31,4.05,6.56,0.0031,0.03543945462098049
1456,2001-09-30,AIR,11.608695652173914,1.0629901355625315,7.158512592315674,0.046471711893443075,0.14300119346643345,0.5579470318068378,-9.25,-5.73,1.45,4.99,3.22,0.0028000000000000004,0.04367171189344307
1457,2001-10-31,AIR,12.88135593220339,1.1866390337858805,6.812740325927734,0.0008761108750753958,0.21991335617394958,-0.28050507358719134,2.46,5.27,-7.65,-2.98,-4.56,0.0022,-0.0013238891249246045
1458,2001-11-30,AIR,13.8135593220339,1.1866390337858805,7.30576753616333,-0.007523864608194773,0.219687331403832,-0.3494124866374885,7.54,-0.3,2.21,-3.73,-1.64,0.0017000000000000001,-0.009223864608194774
1459,2001-12-31,AIR,15.271186440677967,1.1866390337858805,8.076684951782227,0.009414340418412465,0.21713181734974482,-0.19725979783567815,1.6,5.16,0.84,0.34,-0.26,0.0015,0.007914340418412465
1460,2002-01-31,AIR,-5.374999999999999,1.2368315352849184,7.7325005531311035,0.0001355223640945221,0.20971303368413535,-0.27071213185744636,-1.44,1.26,3.44,4.69,2.86,0.0014000000000000002,-0.0012644776359054782
1461,2002-02-28,AIR,-4.625,1.2368315352849184,6.653547763824463,-0.020942753264887332,0.1991097590492929,-0.4231221104041034,-2.29,-0.36,2.16,8.07,5.11,0.0013,-0.02224275326488733
1462,2002-03-31,AIR,-6.731249999999999,1.2368315352849184,9.683608055114746,-0.023847797470253684,0.20069051067459756,-0.44558350985445594,4.24,4.25,1.06,-1.78,0.59,0.0013,-0.025147797470253683
1463,2002-04-30,AIR,-6.81283422459893,1.2392869284544779,11.454891204833984,0.019249687957121547,0.24289925502149728,-0.1399805822265967,-5.2,6.72,3.88,4.56,5.37,0.0015,0.017749687957121545
1464,2002-05-31,AIR,-6.117647058823529,1.2392869284544779,10.306923866271973,0.04395541156066426,0.24324062551539438,0.14764952220141736,-1.38,-3.01,1.53,2.36,2.44,0.0014000000000000002,0.04255541156066426
1465,2002-06-30,AIR,-5.454545454545454,1.2392869284544779,9.189741134643555,0.015048959750867305,0.2375050113776582,-0.17167841303303655,-7.21,3.89,-0.05,3.93,2.52,0.0013,0.013748959750867304
1466,2002-07-31,AIR,-4.201923076923077,1.2892291327542025,7.898845195770264,-0.012436062277334875,0.230429387257777,-0.3953486329125664,-8.18,-6.43,-3.85,3.79,-0.99,0.0015,-0.013936062277334875
1467,2002-08-31,AIR,-2.980769230769231,1.2892291327542025,5.603299617767334,-0.021759408908059514,0.2333868601428029,-0.4649882071883925,0.5,-1.31,3.28,1.36,-1.46,0.0014000000000000002,-0.023159408908059516
1468,2002-09-30,AIR,-2.2836538461538463,1.2892291327542025,4.292850971221924,-0.048701514975240785,0.24490695527542716,-0.6324852962480443,-10.35,3.08,1.45,3.28,-2.2,0.0014000000000000002,-0.050101514975240784
1469,2002-10-31,AIR,-1.670940170940171,1.3339635566966646,3.533693313598633,-0.023984050119318766,0.20329532643991977,-0.4003152308721092,7.84,-4.31,-3.94,-3.39,0.77,0.0014000000000000002,-0.02538405011931877
1470,2002-11-30,AIR,-2.3504273504273505,1.3339635566966646,4.970667839050293,-0.0346957212904268,0.2080245351546117,-0.48131102250438007,5.96,2.93,-1.26,-9.22,5.12,0.0012,-0.0358957212904268
1471,2002-12-31,AIR,-2.200854700854701,1.3339635566966646,4.654353141784668,-0.006838966306642648,0.24309129333883656,-0.31962414428797026,-5.76,0.61,2.14,6.3,-1.68,0.0011,-0.007938966306642647
1472,2003-01-31,AIR,-14.424242424242422,1.3036512177053805,4.3018879890441895,-0.02093546736757601,0.24087786611353143,-0.42372976418281316,-2.57,0.69,-0.81,-0.97,0.7,0.001,-0.02193546736757601
1473,2003-02-28,AIR,-13.484848484848484,1.3036512177053805,4.021724700927734,-0.023694925797677402,0.2413380278129036,-0.4436614702468743,-1.88,-0.94,-1.37,0.84,-0.61,0.0009,-0.024594925797677403
1474,2003-03-31,AIR,-11.454545454545453,1.3036512177053805,3.4162049293518066,-0.017494165395604177,0.23903607947891123,-0.3955518403589178,1.09,0.66,-1.94,1.86,-0.78,0.001,-0.018494165395604178
1475,2003-04-30,AIR,-16.869565217391305,1.3406269833669069,3.5065815448760986,-0.06799145033916924,0.18877458911710052,-0.6472177611993069,8.22,1.01,1.15,-4.67,1.07,0.001,-0.06899145033916924
1476,2003-05-31,AIR,-19.565217391304348,1.3406269833669069,4.066908836364746,-0.08102981285540305,0.1747518082594946,-0.6938791052510115,6.05,4.82,0.39,-7.01,2.9,0.0009,-0.08192981285540304
1477,2003-06-30,AIR,-30.69565217391304,1.3406269833669069,6.3805317878723145,-0.05936236483317068,0.18778951431220148,-0.6054197266680934,1.42,1.66,0.11,0.5,-0.39,0.001,-0.06036236483317068
1478,2003-07-31,AIR,-20.769230769230766,1.3276234965490121,7.320441246032715,-0.002922258232508903,0.2597175071104848,-0.30568971482570517,2.35,4.54,-1.24,-4.14,1.78,0.0007000000000000001,-0.003622258232508903
1479,2003-08-31,AIR,-20.538461538461537,1.3276234965490121,7.2391037940979,0.021059439096387245,0.259147764660263,-0.07322639390974228,2.34,2.48,1.53,-2.25,2.14,0.0007000000000000001,0.020359439096387245
1480,2003-09-30,AIR,-20.564102564102562,1.3276234965490121,7.248140335083008,0.04435167805402737,0.2404758642095492,0.2919358749162091,-1.24,0.54,0.17,1.01,0.35,0.0008,0.04355167805402737
1481,2003-10-31,AIR,-36.333333333333336,1.3432972176186946,9.850960731506348,0.06394494318858969,0.22481475361468217,0.6884211410255143,6.08,2.71,1.97,-1.35,1.55,0.0007000000000000001,0.06324494318858968
1482,2003-11-30,AIR,-34.866666666666674,1.3432972176186946,9.453310012817383,0.1086069536646123,0.22586422912078757,1.7877237375402997,1.35,2.33,1.78,0.19,1.81,0.0007000000000000001,0.1079069536646123
1483,2003-12-31,AIR,-49.833333333333336,1.3432972176186946,13.511183738708496,0.07135560636329936,0.20842984421669072,0.9018188941435188,4.29,-2.49,1.6,0.56,0.94,0.0008,0.07055560636329937
1484,2004-01-31,AIR,-58.04347826086956,1.3139923504885411,12.06517219543457,0.11242981729513697,0.22713563487536262,1.90291332159806,2.15,2.45,2.49,-3.66,3.38,0.0007000000000000001,0.11172981729513697
1485,2004-02-29,AIR,-56.17391304347826,1.3139923504885411,11.676554679870605,0.10982188051623294,0.22965809204661342,1.8046225810996206,1.4,-0.92,0.88,2.16,-1.23,0.0006,0.10922188051623294
1486,2004-03-31,AIR,-53.39130434782608,1.3139923504885411,11.09814739227295,0.11256486366813552,0.2275656385402543,1.9033699589574216,-1.32,2.1,0.27,1.56,-0.98,0.0009,0.11166486366813552
1487,2004-04-30,AIR,-56.38888888888889,1.3373652372996299,9.173142433166504,0.12098373278301416,0.21863991803664382,2.2486772959427586,-1.83,-2.02,-3.07,3.47,-2.81,0.0008,0.12018373278301417
1488,2004-05-31,AIR,-53.22222222222222,1.3373652372996299,8.657999992370605,0.10432472550589977,0.23360116239558232,1.615978643522641,1.17,-0.38,-0.25,-1.18,0.03,0.0006,0.10372472550589977
1489,2004-06-30,AIR,-63.05555555555556,1.3373652372996299,10.257652282714844,0.08632883257584312,0.23722949743699923,1.1288896163479434,1.86,2.56,1.18,1.2,-0.39,0.0008,0.08552883257584312
1490,2004-07-31,AIR,94.54545454545455,1.351109107542992,9.399083137512207,0.0543180180093999,0.18673838894873548,0.6076484882046822,-4.06,-2.96,3.24,5.32,-1.66,0.001,0.0533180180093999
1491,2004-08-31,AIR,97.27272727272727,1.351109107542992,9.670209884643555,0.03506724226856983,0.1881822458192133,0.2839503551245637,0.08,-1.14,0.97,1.23,-1.47,0.0011,0.033967242268569835
1492,2004-09-30,AIR,113.18181818181817,1.351109107542992,11.251788139343262,0.038396999649630226,0.18764360779790926,0.3358297048493426,1.6,3.27,0.0,-1.49,-1.88,0.0011,0.03729699964963023
1493,2004-10-31,AIR,41.96428571428571,1.3375195733613345,10.619155883789062,0.05192227463974112,0.1905493991987061,0.5523689690280262,1.43,0.19,-0.22,-0.52,0.49,0.0011,0.05082227463974112
1494,2004-11-30,AIR,48.82142857142857,1.3375195733613345,12.354371070861816,0.01731170272410411,0.16579332058214988,0.07798174951868342,4.54,4.11,1.41,-0.58,-0.22,0.0015,0.01581170272410411
1495,2004-12-31,AIR,48.64285714285714,1.3375195733613345,12.309183120727539,0.03429261461094065,0.16973714831445819,0.30688309746649534,3.43,-0.05,-0.22,-1.16,0.46,0.0016,0.032692614610940654
1496,2005-01-31,AIR,31.486486486486488,1.3429867977952064,10.528780937194824,-0.0017833789481934519,0.11550107323847968,-0.08896338331461795,-2.76,-1.17,2.06,2.74,-1.46,0.0016,-0.003383378948193452
1497,2005-02-28,AIR,30.135135135135137,1.3429867977952064,10.076903343200684,-0.004918116613283545,0.11907223749847234,-0.12734101373382078,1.89,-0.31,1.54,1.43,-0.05,0.0016,-0.006518116613283545
1498,2005-03-31,AIR,36.75675675675676,1.3429867977952064,12.291107177734375,-0.005810488258596813,0.1193352022442875,-0.13699686084865303,-1.97,-1.42,2.04,0.46,1.29,0.0021,-0.007910488258596813
1499,2005-04-30,AIR,32.733333333333334,1.2949309092562755,13.312353134155273,0.01662837553902437,0.13469313168857447,0.10749179509834406,-2.61,-3.98,0.07,0.97,-0.94,0.0021,0.014528375539024372
1500,2005-05-31,AIR,35.64444444444444,1.2949309092562755,14.496280670166016,0.038006793749298634,0.12149307615456181,0.4512314870445049,3.65,2.78,-0.64,-1.0,0.3,0.0024,0.035606793749298635
1501,2005-06-30,AIR,34.91111111111111,1.2949309092562755,14.198038101196289,0.050097809558335975,0.11845160649399974,0.6743220932016725,0.57,3.28,2.83,0.96,-0.51,0.0023,0.04779780955833597
1502,2005-07-31,AIR,32.672727272727265,1.3264303688076657,16.24053192138672,0.03298666332791205,0.11187885997920384,0.38414109875038216,3.92,2.81,-0.79,-1.18,-0.82,0.0024,0.03058666332791205
