gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
001690,14593,2017-09-30,2018-03-31,2018-07-31,20.163,0.154,12.085,4.341,4.372,4.588,4.588,3.715,13.628,0.247,0.215,0.309,0.267,0.425,0.277,0.257,0.209,0.338,0.268,0.246,0.394,0.223,0.394,1.101,0.432,0.281,0.576,0.424,0.506,0.424,0.028,0.024,0.329,0.039,0.255,0.313,1.533,0.162,0.403,0.408,0.789,0.697,0.264,0.805,7.292,0.658,0.643,0.548,1.802,20.083,23.642,0.816,1.279,1.331,,28.349,0.662,7.520,3.301,1.069,1.855,7.722,0.051,0.000,0.000,-0.039,7.213,0.500,1.53%,AAPL,03783310
001690,14593,2017-09-30,2018-06-30,2018-08-31,23.643,0.129,12.294,5.041,5.081,5.145,5.145,4.311,14.945,0.240,0.220,0.307,0.265,0.424,0.276,0.262,0.210,0.376,0.270,0.246,0.421,0.239,0.421,1.041,0.418,0.288,0.564,0.436,0.518,0.436,0.030,0.026,0.316,0.044,0.261,0.317,1.515,0.158,0.401,0.407,0.794,0.746,0.264,0.808,6.987,0.728,0.656,0.561,1.904,19.473,22.273,0.786,1.256,1.314,,25.698,0.681,7.537,3.241,1.114,1.977,8.240,0.053,0.000,0.000,-0.047,9.532,0.568,1.28%,AAPL,03783310
001690,14593,2017-09-30,2018-06-30,2018-09-30,23.083,0.129,12.294,4.999,5.039,5.103,5.103,4.209,14.591,0.240,0.220,0.307,0.265,0.424,0.276,0.262,0.210,0.376,0.270,0.246,0.421,0.239,0.421,1.041,0.418,0.288,0.564,0.436,0.518,0.436,0.030,0.026,0.316,0.044,0.261,0.317,1.515,0.158,0.401,0.407,0.794,0.746,0.264,0.808,6.987,0.728,0.656,0.561,1.904,19.473,22.273,0.786,1.256,1.314,,25.698,0.681,7.537,3.241,1.114,1.977,8.240,0.053,0.000,0.000,-0.047,9.306,0.563,1.29%,AAPL,03783310
001690,14593,2017-09-30,2018-06-30,2018-10-31,22.334,0.129,12.294,4.846,4.885,4.947,4.947,4.072,14.117,0.240,0.220,0.307,0.265,0.424,0.276,0.262,0.210,0.376,0.270,0.246,0.421,0.239,0.421,1.041,0.418,0.288,0.564,0.436,0.518,0.436,0.030,0.026,0.316,0.044,0.261,0.317,1.515,0.158,0.401,0.407,0.794,0.746,0.264,0.808,6.987,0.728,0.656,0.561,1.904,19.473,22.273,0.786,1.256,1.314,,25.698,0.681,7.537,3.241,1.114,1.977,8.240,0.053,0.000,0.000,-0.047,9.004,0.546,1.33%,AAPL,03783310
001690,14593,2018-09-30,2018-09-30,2018-11-30,17.191,0.100,14.855,14.542,14.674,14.994,14.994,3.194,10.944,0.231,0.224,0.301,0.266,0.418,0.275,0.265,0.216,0.436,0.300,0.183,0.494,0.239,0.494,1.204,0.422,0.303,0.533,0.467,0.570,0.467,0.034,0.028,0.256,0.030,0.373,0.313,1.432,0.181,0.452,0.363,0.684,0.663,0.299,0.828,6.260,0.871,0.707,0.614,2.413,19.374,21.809,0.567,1.090,1.124,,35.060,0.716,6.268,2.927,1.321,2.477,18.335,0.054,0.000,0.000,-0.048,7.878,1.486,1.64%,AAPL,03783310
001690,14593,2018-09-30,2018-09-30,2018-12-31,15.135,0.100,14.855,12.845,12.961,13.244,13.244,2.812,9.635,0.231,0.224,0.301,0.266,0.418,0.275,0.265,0.216,0.436,0.300,0.183,0.494,0.239,0.494,1.204,0.422,0.303,0.533,0.467,0.570,0.467,0.034,0.028,0.256,0.030,0.373,0.313,1.432,0.181,0.452,0.363,0.684,0.663,0.299,0.828,6.260,0.871,0.707,0.614,2.413,19.374,21.809,0.567,1.090,1.124,,35.060,0.716,6.268,2.927,1.321,2.477,18.335,0.054,0.000,0.000,-0.048,6.936,1.312,1.85%,AAPL,03783310
001690,14593,2018-09-30,2018-09-30,2019-01-31,15.921,0.100,14.855,13.554,13.676,13.975,13.975,2.958,10.135,0.231,0.224,0.301,0.266,0.418,0.275,0.265,0.216,0.436,0.300,0.183,0.494,0.239,0.494,1.204,0.422,0.303,0.533,0.467,0.570,0.467,0.034,0.028,0.256,0.030,0.373,0.313,1.432,0.181,0.452,0.363,0.684,0.663,0.299,0.828,6.260,0.871,0.707,0.614,2.413,19.374,21.809,0.567,1.090,1.124,,35.060,0.716,6.268,2.927,1.321,2.477,18.335,0.054,0.000,0.000,-0.048,7.296,1.385,1.75%,AAPL,03783310
001690,14593,2018-09-30,2018-12-31,2019-02-28,16.749,0.158,12.647,3.604,3.635,3.560,3.560,3.124,10.767,0.235,0.227,0.303,0.259,0.426,0.267,0.272,0.213,0.484,0.281,0.183,0.486,0.283,0.486,1.048,0.405,0.306,0.548,0.452,0.546,0.452,0.035,0.029,0.315,0.044,0.260,0.320,1.468,0.173,0.407,0.389,0.787,0.753,0.299,0.817,6.420,0.823,0.679,0.578,2.119,18.500,19.945,0.773,1.229,1.285,,26.635,0.718,7.759,3.484,1.227,2.239,9.094,0.056,0.000,0.000,-0.044,6.925,0.354,1.69%,AAPL,03783310
001690,14593,2018-09-30,2018-12-31,2019-03-31,18.374,0.158,12.647,3.954,3.987,3.905,3.905,3.427,11.811,0.235,0.227,0.303,0.259,0.426,0.267,0.272,0.213,0.484,0.281,0.183,0.486,0.283,0.486,1.048,0.405,0.306,0.548,0.452,0.546,0.452,0.035,0.029,0.315,0.044,0.260,0.320,1.468,0.173,0.407,0.389,0.787,0.753,0.299,0.817,6.420,0.823,0.679,0.578,2.119,18.500,19.945,0.773,1.229,1.285,,26.635,0.718,7.759,3.484,1.227,2.239,9.094,0.056,0.000,0.000,-0.044,7.597,0.389,1.54%,AAPL,03783310
001690,14593,2018-09-30,2018-12-31,2019-04-30,18.941,0.158,12.647,4.177,4.212,4.126,4.126,3.532,12.176,0.235,0.227,0.303,0.259,0.426,0.267,0.272,0.213,0.484,0.281,0.183,0.486,0.283,0.486,1.048,0.405,0.306,0.548,0.452,0.546,0.452,0.035,0.029,0.315,0.044,0.260,0.320,1.468,0.173,0.407,0.389,0.787,0.753,0.299,0.817,6.420,0.823,0.679,0.578,2.119,18.500,19.945,0.773,1.229,1.285,,26.635,0.718,7.759,3.484,1.227,2.239,9.094,0.056,0.000,0.000,-0.044,7.832,0.411,1.46%,AAPL,03783310
001690,14593,2018-09-30,2019-03-31,2019-05-31,16.201,0.121,13.123,3.728,3.754,3.675,3.675,3.119,11.210,0.248,0.221,0.299,0.253,0.426,0.261,0.267,0.212,0.488,0.280,0.183,0.490,0.285,0.490,0.970,0.388,0.307,0.544,0.456,0.557,0.456,0.039,0.032,0.308,0.039,0.271,0.319,1.480,0.181,0.414,0.380,0.757,0.705,0.299,0.833,6.242,0.837,0.688,0.584,2.209,16.819,18.056,0.746,1.206,1.255,,30.010,0.722,7.452,3.442,1.260,2.317,9.952,0.059,0.000,0.000,-0.041,7.609,0.354,1.76%,AAPL,03783310
001690,14593,2018-09-30,2019-03-31,2019-06-30,18.038,0.121,13.123,4.215,4.244,4.154,4.154,3.473,12.481,0.248,0.221,0.299,0.253,0.426,0.261,0.267,0.212,0.488,0.280,0.183,0.490,0.285,0.490,0.970,0.388,0.307,0.544,0.456,0.557,0.456,0.039,0.032,0.308,0.039,0.271,0.319,1.480,0.181,0.414,0.380,0.757,0.705,0.299,0.833,6.242,0.837,0.688,0.584,2.209,16.819,18.056,0.746,1.206,1.255,,30.010,0.722,7.452,3.442,1.260,2.317,9.952,0.059,0.000,0.000,-0.041,8.472,0.400,1.56%,AAPL,03783310
001690,14593,2018-09-30,2019-03-31,2019-07-31,19.364,0.121,13.123,4.537,4.568,4.472,4.472,3.728,13.399,0.248,0.221,0.299,0.253,0.426,0.261,0.267,0.212,0.488,0.280,0.183,0.490,0.285,0.490,0.970,0.388,0.307,0.544,0.456,0.557,0.456,0.039,0.032,0.308,0.039,0.271,0.319,1.480,0.181,0.414,0.380,0.757,0.705,0.299,0.833,6.242,0.837,0.688,0.584,2.209,16.819,18.056,0.746,1.206,1.255,,30.010,0.722,7.452,3.442,1.260,2.317,9.952,0.059,0.000,0.000,-0.041,9.095,0.431,1.45%,AAPL,03783310
001690,14593,2018-09-30,2019-06-30,2019-08-31,18.651,0.108,13.201,4.352,4.385,4.434,4.434,3.642,13.671,0.254,0.215,0.296,0.249,0.426,0.255,0.262,0.214,0.499,0.286,0.183,0.500,0.289,0.500,0.985,0.385,0.314,0.541,0.459,0.571,0.459,0.040,0.032,0.336,0.032,0.262,0.321,1.471,0.196,0.419,0.371,0.749,0.675,0.299,0.844,6.207,0.846,0.696,0.588,2.285,16.326,17.728,0.802,1.256,1.298,,34.627,0.738,7.469,3.660,1.313,2.425,8.503,0.061,0.000,0.000,-0.038,9.780,0.384,1.48%,AAPL,03783310
001690,14593,2018-09-30,2019-06-30,2019-09-30,19.676,0.108,13.201,4.670,4.705,4.757,4.757,3.842,14.422,0.254,0.215,0.296,0.249,0.426,0.255,0.262,0.214,0.499,0.286,0.183,0.500,0.289,0.500,0.985,0.385,0.314,0.541,0.459,0.571,0.459,0.040,0.032,0.336,0.032,0.262,0.321,1.471,0.196,0.419,0.371,0.749,0.675,0.299,0.844,6.207,0.846,0.696,0.588,2.285,16.326,17.728,0.802,1.256,1.298,,34.627,0.738,7.469,3.660,1.313,2.425,8.503,0.061,0.000,0.000,-0.038,10.317,0.412,1.38%,AAPL,03783310
001690,14593,2018-09-30,2019-06-30,2019-10-31,21.854,0.108,13.201,5.187,5.226,5.284,5.284,4.267,16.018,0.254,0.215,0.296,0.249,0.426,0.255,0.262,0.214,0.499,0.286,0.183,0.500,0.289,0.500,0.985,0.385,0.314,0.541,0.459,0.571,0.459,0.040,0.032,0.336,0.032,0.262,0.321,1.471,0.196,0.419,0.371,0.749,0.675,0.299,0.844,6.207,0.846,0.696,0.588,2.285,16.326,17.728,0.802,1.256,1.298,,34.627,0.738,7.469,3.660,1.313,2.425,8.503,0.061,0.000,0.000,-0.038,11.459,0.458,1.24%,AAPL,03783310
001690,14593,2019-09-30,2019-09-30,2019-11-30,22.643,0.097,14.664,22.327,22.477,22.477,22.477,4.564,17.113,0.256,0.212,0.289,0.246,0.422,0.253,0.261,0.214,0.541,0.304,0.159,0.559,0.292,0.559,0.851,0.343,0.324,0.496,0.504,0.593,0.504,0.039,0.032,0.406,0.025,0.281,0.319,1.436,0.150,0.426,0.370,0.712,0.656,0.280,0.849,6.636,0.950,0.733,0.630,2.741,16.452,17.878,0.951,1.501,1.540,,37.331,0.739,5.489,2.950,1.427,2.875,4.556,0.062,0.000,0.000,-0.040,12.281,1.687,1.15%,AAPL,03783310
001690,14593,2019-09-30,2019-09-30,2019-12-31,24.553,0.097,14.664,24.532,24.697,24.697,24.697,4.949,18.556,0.256,0.212,0.289,0.246,0.422,0.253,0.261,0.214,0.541,0.304,0.159,0.559,0.292,0.559,0.851,0.343,0.324,0.496,0.504,0.593,0.504,0.039,0.032,0.406,0.025,0.281,0.319,1.436,0.150,0.426,0.370,0.712,0.656,0.280,0.849,6.636,0.950,0.733,0.630,2.741,16.452,17.878,0.951,1.501,1.540,,37.331,0.739,5.489,2.950,1.427,2.875,4.556,0.062,0.000,0.000,-0.040,13.318,1.853,1.05%,AAPL,03783310
001690,14593,2019-09-30,2019-09-30,2020-01-31,25.823,0.097,14.664,25.857,26.031,26.031,26.031,5.205,19.516,0.256,0.212,0.289,0.246,0.422,0.253,0.261,0.214,0.541,0.304,0.159,0.559,0.292,0.559,0.851,0.343,0.324,0.496,0.504,0.593,0.504,0.039,0.032,0.406,0.025,0.281,0.319,1.436,0.150,0.426,0.370,0.712,0.656,0.280,0.849,6.636,0.950,0.733,0.630,2.741,16.452,17.878,0.951,1.501,1.540,,37.331,0.739,5.489,2.950,1.427,2.875,4.556,0.062,0.000,0.000,-0.040,14.006,1.953,.995%,AAPL,03783310
001690,14593,2019-09-30,2019-12-31,2020-02-29,22.994,0.070,14.403,5.356,5.398,5.398,5.398,4.468,16.336,0.245,0.215,0.292,0.247,0.424,0.253,0.260,0.227,0.552,0.310,0.159,0.560,0.314,0.560,0.833,0.370,0.338,0.510,0.490,0.595,0.490,0.038,0.031,0.398,0.028,0.237,0.332,1.427,0.176,0.407,0.382,0.798,0.748,0.280,0.874,6.080,0.945,0.715,0.609,2.514,17.574,19.059,0.978,1.451,1.493,,37.498,0.797,7.731,4.062,1.428,2.801,5.547,0.063,0.000,0.000,-0.046,13.359,0.355,1.13%,AAPL,03783310
001690,14593,2019-09-30,2019-12-31,2020-03-31,21.138,0.070,14.403,4.982,5.022,5.022,5.022,4.108,15.018,0.245,0.215,0.292,0.247,0.424,0.253,0.260,0.227,0.552,0.310,0.159,0.560,0.314,0.560,0.833,0.370,0.338,0.510,0.490,0.595,0.490,0.038,0.031,0.398,0.028,0.237,0.332,1.427,0.176,0.407,0.382,0.798,0.748,0.280,0.874,6.080,0.945,0.715,0.609,2.514,17.574,19.059,0.978,1.451,1.493,,37.498,0.797,7.731,4.062,1.428,2.801,5.547,0.063,0.000,0.000,-0.046,12.281,0.330,1.21%,AAPL,03783310
001690,14593,2019-09-30,2019-12-31,2020-04-30,24.481,0.070,14.403,5.756,5.802,5.802,5.802,4.757,17.393,0.245,0.215,0.292,0.247,0.424,0.253,0.260,0.227,0.552,0.310,0.159,0.560,0.314,0.560,0.833,0.370,0.338,0.510,0.490,0.595,0.490,0.038,0.031,0.398,0.028,0.237,0.332,1.427,0.176,0.407,0.382,0.798,0.748,0.280,0.874,6.080,0.945,0.715,0.609,2.514,17.574,19.059,0.978,1.451,1.493,,37.498,0.797,7.731,4.062,1.428,2.801,5.547,0.063,0.000,0.000,-0.046,14.223,0.382,1.05%,AAPL,03783310
001690,14593,2019-09-30,2020-03-31,2020-05-31,26.255,0.071,15.300,6.171,6.224,6.224,6.224,5.142,18.283,0.245,0.214,0.288,0.245,0.425,0.250,0.257,0.230,0.589,0.317,0.159,0.599,0.320,0.599,0.747,0.353,0.345,0.487,0.513,0.620,0.513,0.034,0.028,0.411,0.025,0.236,0.342,1.462,0.172,0.407,0.387,0.785,0.766,0.280,0.884,5.921,1.036,0.731,0.630,2.724,18.780,20.383,1.011,1.498,1.536,,41.402,0.811,7.501,3.992,1.470,3.020,5.078,0.065,0.000,0.000,-0.055,17.572,0.431,1.03%,AAPL,03783310
001690,14593,2019-09-30,2020-03-31,2020-06-30,29.774,0.071,15.300,7.081,7.142,7.142,7.142,5.832,20.734,0.245,0.214,0.288,0.245,0.425,0.250,0.257,0.230,0.589,0.317,0.159,0.599,0.320,0.599,0.747,0.353,0.345,0.487,0.513,0.620,0.513,0.034,0.028,0.411,0.025,0.236,0.342,1.462,0.172,0.407,0.387,0.785,0.766,0.280,0.884,5.921,1.036,0.731,0.630,2.724,18.780,20.383,1.011,1.498,1.536,,41.402,0.811,7.501,3.992,1.470,3.020,5.078,0.065,0.000,0.000,-0.055,19.927,0.494,.899%,AAPL,03783310
001690,14593,2019-09-30,2020-03-31,2020-07-31,34.623,0.071,15.300,8.250,8.321,8.321,8.321,6.782,24.111,0.245,0.214,0.288,0.245,0.425,0.250,0.257,0.230,0.589,0.317,0.159,0.599,0.320,0.599,0.747,0.353,0.345,0.487,0.513,0.620,0.513,0.034,0.028,0.411,0.025,0.236,0.342,1.462,0.172,0.407,0.387,0.785,0.766,0.280,0.884,5.921,1.036,0.731,0.630,2.724,18.780,20.383,1.011,1.498,1.536,,41.402,0.811,7.501,3.992,1.470,3.020,5.078,0.065,0.000,0.000,-0.055,23.173,0.576,.772%,AAPL,03783310
001690,14593,2019-09-30,2020-06-30,2020-08-31,41.740,0.046,17.195,9.702,9.783,9.783,9.783,8.059,27.584,0.240,0.213,0.287,0.245,0.424,0.249,0.255,0.238,0.647,0.333,0.159,0.658,0.334,0.658,0.717,0.350,0.353,0.458,0.542,0.645,0.542,0.031,0.026,0.402,0.025,0.243,0.354,1.480,0.160,0.405,0.397,0.788,0.802,0.280,0.896,5.818,1.162,0.749,0.654,2.982,20.162,22.020,0.992,1.489,1.527,,40.669,0.832,7.377,3.982,1.517,3.312,5.202,0.065,0.000,0.000,-0.066,30.532,0.667,.635%,AAPL,03783310
001690,14593,2019-09-30,2020-06-30,2020-09-30,37.185,0.046,17.195,8.708,8.780,8.780,8.780,7.179,24.574,0.240,0.213,0.287,0.245,0.424,0.249,0.255,0.238,0.647,0.333,0.159,0.658,0.334,0.658,0.717,0.350,0.353,0.458,0.542,0.645,0.542,0.031,0.026,0.402,0.025,0.243,0.354,1.480,0.160,0.405,0.397,0.788,0.802,0.280,0.896,5.818,1.162,0.749,0.654,2.982,20.162,22.020,0.992,1.489,1.527,,40.669,0.832,7.377,3.982,1.517,3.312,5.202,0.065,0.000,0.000,-0.066,27.200,0.598,.708%,AAPL,03783310
001690,14593,2019-09-30,2020-06-30,2020-10-31,35.005,0.046,17.195,8.185,8.253,8.253,8.253,6.758,23.133,0.240,0.213,0.287,0.245,0.424,0.249,0.255,0.238,0.647,0.333,0.159,0.658,0.334,0.658,0.717,0.350,0.353,0.458,0.542,0.645,0.542,0.031,0.026,0.402,0.025,0.243,0.354,1.480,0.160,0.405,0.397,0.788,0.802,0.280,0.896,5.818,1.162,0.749,0.654,2.982,20.162,22.020,0.992,1.489,1.527,,40.669,0.832,7.377,3.982,1.517,3.312,5.202,0.065,0.000,0.000,-0.066,25.605,0.562,.753%,AAPL,03783310
001690,14593,2020-09-30,2020-09-30,2020-11-30,38.013,0.035,27.483,35.967,36.296,36.296,36.296,7.373,25.089,0.245,0.209,0.277,0.241,0.418,0.244,0.249,0.229,0.697,0.343,0.144,0.737,0.320,0.737,0.744,0.341,0.354,0.379,0.621,0.709,0.621,0.029,0.025,0.352,0.028,0.261,0.378,1.609,0.125,0.408,0.414,0.721,0.765,0.312,0.909,5.703,1.571,0.798,0.716,3.957,20.983,23.073,0.863,1.325,1.364,,39.148,0.829,6.595,3.610,1.592,4.201,7.164,0.068,0.000,0.000,-0.070,29.705,2.757,.689%,AAPL,03783310
001690,14593,2020-09-30,2020-09-30,2020-12-31,41.923,0.035,27.483,40.088,40.454,40.454,40.454,8.132,27.670,0.245,0.209,0.277,0.241,0.418,0.244,0.249,0.229,0.697,0.343,0.144,0.737,0.320,0.737,0.744,0.341,0.354,0.379,0.621,0.709,0.621,0.029,0.025,0.352,0.028,0.261,0.378,1.609,0.125,0.408,0.414,0.721,0.765,0.312,0.909,5.703,1.571,0.798,0.716,3.957,20.983,23.073,0.863,1.325,1.364,,39.148,0.829,6.595,3.610,1.592,4.201,7.164,0.068,0.000,0.000,-0.070,32.761,3.073,.618%,AAPL,03783310
001690,14593,2020-09-30,2020-09-30,2021-01-31,41.605,0.035,27.483,39.867,40.232,40.232,40.232,8.070,27.461,0.245,0.209,0.277,0.241,0.418,0.244,0.249,0.229,0.697,0.343,0.144,0.737,0.320,0.737,0.744,0.341,0.354,0.379,0.621,0.709,0.621,0.029,0.025,0.352,0.028,0.261,0.378,1.609,0.125,0.408,0.414,0.721,0.765,0.312,0.909,5.703,1.571,0.798,0.716,3.957,20.983,23.073,0.863,1.325,1.364,,39.148,0.829,6.595,3.610,1.592,4.201,7.164,0.068,0.000,0.000,-0.070,32.512,3.056,.621%,AAPL,03783310
001690,14593,2020-09-30,2020-12-31,2021-02-28,37.992,0.030,21.536,32.444,32.840,32.840,32.840,6.921,22.894,0.221,0.217,0.290,0.252,0.425,0.254,0.254,0.262,0.829,0.378,0.144,0.837,0.373,0.837,0.804,0.387,0.380,0.410,0.590,0.691,0.590,0.027,0.023,0.344,0.028,0.273,0.361,1.395,0.147,0.415,0.392,0.793,0.828,0.312,0.902,6.040,1.423,0.785,0.697,3.661,24.452,27.239,0.829,1.317,1.355,,41.395,0.894,7.408,3.911,1.710,4.168,7.724,0.066,0.000,0.000,-0.075,30.740,,.676%,AAPL,03783310
001690,14593,2020-09-30,2020-12-31,2021-03-31,38.039,0.030,21.536,32.682,33.081,33.081,33.081,6.930,22.922,0.221,0.217,0.290,0.252,0.425,0.254,0.254,0.262,0.829,0.378,0.144,0.837,0.373,0.837,0.804,0.387,0.380,0.410,0.590,0.691,0.590,0.027,0.023,0.344,0.028,0.273,0.361,1.395,0.147,0.415,0.392,0.793,0.828,0.312,0.902,6.040,1.423,0.785,0.697,3.661,24.452,27.239,0.829,1.317,1.355,,41.395,0.894,7.408,3.911,1.710,4.168,7.724,0.066,0.000,0.000,-0.075,30.778,,.671%,AAPL,03783310
001690,14593,2020-09-30,2020-12-31,2021-04-30,40.941,0.030,21.536,35.173,35.602,35.602,35.602,7.458,24.671,0.221,0.217,0.290,0.252,0.425,0.254,0.254,0.262,0.829,0.378,0.144,0.837,0.373,0.837,0.804,0.387,0.380,0.410,0.590,0.691,0.590,0.027,0.023,0.344,0.028,0.273,0.361,1.395,0.147,0.415,0.392,0.793,0.828,0.312,0.902,6.040,1.423,0.785,0.697,3.661,24.452,27.239,0.829,1.317,1.355,,41.395,0.894,7.408,3.911,1.710,4.168,7.724,0.066,0.000,0.000,-0.075,33.126,,.624%,AAPL,03783310
001690,14593,2020-09-30,2021-03-31,2021-05-31,37.901,0.034,20.731,27.676,27.971,27.971,27.971,6.390,20.880,0.186,0.235,0.307,0.273,0.432,0.275,0.268,0.303,1.071,0.469,0.144,1.081,0.457,1.081,1.099,0.472,0.422,0.396,0.604,0.693,0.604,0.025,0.022,0.312,0.033,0.288,0.359,1.198,0.128,0.415,0.394,0.908,0.906,0.312,0.908,6.423,1.512,0.795,0.707,3.880,29.917,33.688,0.752,1.231,1.272,,40.527,0.977,8.076,4.110,1.886,4.767,10.870,0.062,0.000,0.000,-0.070,30.059,,.706%,AAPL,03783310
001690,14593,2020-09-30,2021-03-31,2021-06-30,41.331,0.034,20.731,30.419,30.743,30.743,30.743,6.969,22.770,0.186,0.235,0.307,0.273,0.432,0.275,0.268,0.303,1.071,0.469,0.144,1.081,0.457,1.081,1.099,0.472,0.422,0.396,0.604,0.693,0.604,0.025,0.022,0.312,0.033,0.288,0.359,1.198,0.128,0.415,0.394,0.908,0.906,0.312,0.908,6.423,1.512,0.795,0.707,3.880,29.917,33.688,0.752,1.231,1.272,,40.527,0.977,8.076,4.110,1.886,4.767,10.870,0.062,0.000,0.000,-0.070,32.780,,.643%,AAPL,03783310
001690,14593,2020-09-30,2021-03-31,2021-07-31,43.946,0.034,20.731,32.395,32.741,32.741,32.741,7.409,24.210,0.186,0.235,0.307,0.273,0.432,0.275,0.268,0.303,1.071,0.469,0.144,1.081,0.457,1.081,1.099,0.472,0.422,0.396,0.604,0.693,0.604,0.025,0.022,0.312,0.033,0.288,0.359,1.198,0.128,0.415,0.394,0.908,0.906,0.312,0.908,6.423,1.512,0.795,0.707,3.880,29.917,33.688,0.752,1.231,1.272,,40.527,0.977,8.076,4.110,1.886,4.767,10.870,0.062,0.000,0.000,-0.070,34.853,,.603%,AAPL,03783310
001690,14593,2020-09-30,2021-06-30,2021-08-31,44.174,0.028,20.242,29.424,29.712,29.712,29.712,7.230,24.037,0.165,0.250,0.320,0.288,0.442,0.291,0.282,0.333,1.259,0.532,0.144,1.272,0.516,1.272,1.404,0.552,0.456,0.386,0.614,0.697,0.614,0.025,0.022,0.277,0.036,0.305,0.355,1.077,0.119,0.419,0.390,0.982,0.924,0.312,0.908,6.762,1.571,0.803,0.715,4.075,34.296,38.334,0.662,1.138,1.181,,39.896,1.032,8.519,4.178,2.025,5.240,17.003,0.061,0.000,0.000,-0.053,39.044,,.580%,AAPL,03783310
001690,14593,2020-09-30,2021-06-30,2021-09-30,40.911,0.028,20.242,27.422,27.691,27.691,27.691,6.696,22.261,0.165,0.250,0.320,0.288,0.442,0.291,0.282,0.333,1.259,0.532,0.144,1.272,0.516,1.272,1.404,0.552,0.456,0.386,0.614,0.697,0.614,0.025,0.022,0.277,0.036,0.305,0.355,1.077,0.119,0.419,0.390,0.982,0.924,0.312,0.908,6.762,1.571,0.803,0.715,4.075,34.296,38.334,0.662,1.138,1.181,,39.896,1.032,8.519,4.178,2.025,5.240,17.003,0.061,0.000,0.000,-0.053,36.160,,.622%,AAPL,03783310
001690,14593,2020-09-30,2021-06-30,2021-10-31,43.257,0.028,20.242,29.031,29.315,29.315,29.315,7.079,23.538,0.165,0.250,0.320,0.288,0.442,0.291,0.282,0.333,1.259,0.532,0.144,1.272,0.516,1.272,1.404,0.552,0.456,0.386,0.614,0.697,0.614,0.025,0.022,0.277,0.036,0.305,0.355,1.077,0.119,0.419,0.390,0.982,0.924,0.312,0.908,6.762,1.571,0.803,0.715,4.075,34.296,38.334,0.662,1.138,1.181,,39.896,1.032,8.519,4.178,2.025,5.240,17.003,0.061,0.000,0.000,-0.053,38.234,,.587%,AAPL,03783310
001690,14593,2021-09-30,2021-09-30,2021-11-30,43.016,0.027,20.776,29.153,29.465,29.465,29.465,7.413,26.067,0.152,0.259,0.324,0.298,0.444,0.299,0.290,0.351,1.443,0.563,0.133,1.474,0.556,1.474,1.529,0.584,0.462,0.346,0.654,0.748,0.654,0.023,0.020,0.218,0.049,0.382,0.389,1.153,0.126,0.436,0.415,0.944,0.829,0.361,0.893,5.813,1.892,0.820,0.752,4.564,36.796,41.191,0.499,1.022,1.075,,38.245,1.084,8.225,4.245,2.005,5.798,39.104,0.060,0.000,0.000,-0.028,42.986,1.088,.532%,AAPL,03783310
001690,14593,2021-09-30,2021-09-30,2021-12-31,46.036,0.027,20.776,31.317,31.652,31.652,31.652,7.934,27.897,0.152,0.259,0.324,0.298,0.444,0.299,0.290,0.351,1.443,0.563,0.133,1.474,0.556,1.474,1.529,0.584,0.462,0.346,0.654,0.748,0.654,0.023,0.020,0.218,0.049,0.382,0.389,1.153,0.126,0.436,0.415,0.944,0.829,0.361,0.893,5.813,1.892,0.820,0.752,4.564,36.796,41.191,0.499,1.022,1.075,,38.245,1.084,8.225,4.245,2.005,5.798,39.104,0.060,0.000,0.000,-0.028,46.004,1.169,.496%,AAPL,03783310
001690,14593,2021-09-30,2021-09-30,2022-01-31,45.242,0.027,20.776,30.825,31.155,31.155,31.155,7.797,27.416,0.152,0.259,0.324,0.298,0.444,0.299,0.290,0.351,1.443,0.563,0.133,1.474,0.556,1.474,1.529,0.584,0.462,0.346,0.654,0.748,0.654,0.023,0.020,0.218,0.049,0.382,0.389,1.153,0.126,0.436,0.415,0.944,0.829,0.361,0.893,5.813,1.892,0.820,0.752,4.564,36.796,41.191,0.499,1.022,1.075,,38.245,1.084,8.225,4.245,2.005,5.798,39.104,0.060,0.000,0.000,-0.028,45.210,1.151,.503%,AAPL,03783310
