gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
006066,12490,2015-12-31,2016-09-30,2017-01-31,10.776,0.113,11.212,15.458,15.499,14.235,14.235,2.069,8.931,0.438,0.148,0.208,0.155,0.544,0.155,0.200,0.146,0.810,0.218,0.162,0.813,0.254,0.813,0.599,0.226,0.377,0.293,0.704,0.816,0.706,0.031,0.027,0.109,0.038,0.611,0.372,2.589,0.137,0.342,0.372,0.486,0.543,0.177,0.811,9.136,2.394,0.865,0.759,6.466,11.124,10.615,0.319,1.230,1.278,83.284,21.990,0.693,2.998,6.649,1.517,5.181,8.417,0.071,0.016,0.000,-0.059,9.756,,3.21%,IBM,45920010
006066,12490,2016-12-31,2016-12-31,2017-02-28,11.447,0.119,12.153,15.760,15.815,14.513,14.525,2.122,10.002,0.442,0.149,0.205,0.150,0.535,0.154,0.203,0.144,0.716,0.210,0.036,0.731,0.272,0.731,0.642,0.222,0.364,0.344,0.653,0.795,0.655,0.035,0.029,0.086,0.035,0.666,0.359,2.573,0.178,0.366,0.350,0.452,0.467,0.171,0.790,9.148,1.856,0.843,0.726,5.430,10.835,9.940,0.235,1.167,1.210,87.145,23.950,0.701,2.765,6.076,1.507,4.380,10.498,0.072,0.017,0.000,-0.045,9.084,,3.11%,IBM,45920010
006066,12490,2016-12-31,2016-12-31,2017-03-31,11.086,0.119,12.153,15.262,15.316,14.055,14.066,2.055,9.686,0.442,0.149,0.205,0.150,0.535,0.154,0.203,0.144,0.716,0.210,0.036,0.731,0.272,0.731,0.642,0.222,0.364,0.344,0.653,0.795,0.655,0.035,0.029,0.086,0.035,0.666,0.359,2.573,0.178,0.366,0.350,0.452,0.467,0.171,0.790,9.148,1.856,0.843,0.726,5.430,10.835,9.940,0.235,1.167,1.210,87.145,23.950,0.701,2.765,6.076,1.507,4.380,10.498,0.072,0.017,0.000,-0.045,8.797,,3.22%,IBM,45920010
006066,12490,2016-12-31,2016-12-31,2017-04-30,10.164,0.119,12.153,14.048,14.098,12.937,12.947,1.884,8.880,0.442,0.149,0.205,0.150,0.535,0.154,0.203,0.144,0.716,0.210,0.036,0.731,0.272,0.731,0.642,0.222,0.364,0.344,0.653,0.795,0.655,0.035,0.029,0.086,0.035,0.666,0.359,2.573,0.178,0.366,0.350,0.452,0.467,0.171,0.790,9.148,1.856,0.843,0.726,5.430,10.835,9.940,0.235,1.167,1.210,87.145,23.950,0.701,2.765,6.076,1.507,4.380,10.498,0.072,0.017,0.000,-0.045,8.066,,3.49%,IBM,45920010
006066,12490,2016-12-31,2017-03-31,2017-05-31,9.574,0.112,11.749,13.135,13.180,12.541,12.552,1.806,9.392,0.459,0.146,0.211,0.155,0.535,0.160,0.202,0.143,0.701,0.205,0.036,0.705,0.236,0.705,0.605,0.224,0.363,0.324,0.674,0.803,0.676,0.034,0.028,0.100,0.038,0.622,0.367,2.562,0.161,0.353,0.362,0.477,0.434,0.171,0.781,9.085,2.069,0.851,0.737,5.752,10.562,10.145,0.283,1.173,1.220,83.983,22.451,0.678,2.972,6.611,1.483,4.581,10.262,0.073,0.017,0.000,-0.031,7.824,,3.93%,IBM,45920010
006066,12490,2016-12-31,2017-03-31,2017-06-30,9.649,0.112,11.749,13.238,13.284,12.640,12.650,1.820,9.466,0.459,0.146,0.211,0.155,0.535,0.160,0.202,0.143,0.701,0.205,0.036,0.705,0.236,0.705,0.605,0.224,0.363,0.324,0.674,0.803,0.676,0.034,0.028,0.100,0.038,0.622,0.367,2.562,0.161,0.353,0.362,0.477,0.434,0.171,0.781,9.085,2.069,0.851,0.737,5.752,10.562,10.145,0.283,1.173,1.220,83.983,22.451,0.678,2.972,6.611,1.483,4.581,10.262,0.073,0.017,0.000,-0.031,7.886,,3.90%,IBM,45920010
006066,12490,2016-12-31,2017-03-31,2017-07-31,9.001,0.112,11.749,12.450,12.493,11.887,11.897,1.698,8.830,0.459,0.146,0.211,0.155,0.535,0.160,0.202,0.143,0.701,0.205,0.036,0.705,0.236,0.705,0.605,0.224,0.363,0.324,0.674,0.803,0.676,0.034,0.028,0.100,0.038,0.622,0.367,2.562,0.161,0.353,0.362,0.477,0.434,0.171,0.781,9.085,2.069,0.851,0.737,5.752,10.562,10.145,0.283,1.173,1.220,83.983,22.451,0.678,2.972,6.611,1.483,4.581,10.262,0.073,0.017,0.000,-0.031,7.357,,4.15%,IBM,45920010
006066,12490,2016-12-31,2017-06-30,2017-08-31,9.045,0.128,12.006,12.459,12.514,11.889,11.899,1.699,8.717,0.471,0.146,0.209,0.152,0.531,0.154,0.203,0.140,0.656,0.198,0.036,0.660,0.236,0.660,0.638,0.222,0.354,0.335,0.662,0.806,0.664,0.034,0.028,0.104,0.038,0.619,0.367,2.637,0.178,0.359,0.357,0.459,0.427,0.171,0.793,9.119,1.964,0.846,0.730,5.535,10.373,9.780,0.290,1.165,1.210,86.502,22.652,0.666,2.925,6.695,1.461,4.358,10.440,0.073,0.017,0.000,-0.033,7.237,,4.19%,IBM,45920010
006066,12490,2016-12-31,2017-06-30,2017-09-30,9.175,0.128,12.006,12.638,12.693,12.060,12.070,1.724,8.842,0.471,0.146,0.209,0.152,0.531,0.154,0.203,0.140,0.656,0.198,0.036,0.660,0.236,0.660,0.638,0.222,0.354,0.335,0.662,0.806,0.664,0.034,0.028,0.104,0.038,0.619,0.367,2.637,0.178,0.359,0.357,0.459,0.427,0.171,0.793,9.119,1.964,0.846,0.730,5.535,10.373,9.780,0.290,1.165,1.210,86.502,22.652,0.666,2.925,6.695,1.461,4.358,10.440,0.073,0.017,0.000,-0.033,7.341,,4.14%,IBM,45920010
006066,12490,2016-12-31,2017-06-30,2017-10-31,9.678,0.128,12.006,13.420,13.479,12.806,12.817,1.818,9.328,0.471,0.146,0.209,0.152,0.531,0.154,0.203,0.140,0.656,0.198,0.036,0.660,0.236,0.660,0.638,0.222,0.354,0.335,0.662,0.806,0.664,0.034,0.028,0.104,0.038,0.619,0.367,2.637,0.178,0.359,0.357,0.459,0.427,0.171,0.793,9.119,1.964,0.846,0.730,5.535,10.373,9.780,0.290,1.165,1.210,86.502,22.652,0.666,2.925,6.695,1.461,4.358,10.440,0.073,0.017,0.000,-0.033,7.743,,3.89%,IBM,45920010
006066,12490,2016-12-31,2017-09-30,2017-11-30,9.838,0.146,11.674,13.554,13.626,12.863,12.874,1.819,9.731,0.481,0.144,0.212,0.154,0.530,0.152,0.202,0.141,0.625,0.197,0.036,0.629,0.233,0.629,0.654,0.223,0.348,0.334,0.663,0.790,0.665,0.034,0.028,0.107,0.037,0.619,0.369,2.657,0.160,0.349,0.368,0.472,0.417,0.171,0.778,9.208,1.973,0.843,0.727,5.387,10.053,9.654,0.306,1.211,1.257,88.411,22.728,0.657,2.871,6.657,1.405,4.201,8.681,0.072,0.017,0.000,-0.028,7.263,,3.90%,IBM,45920010
006066,12490,2016-12-31,2017-09-30,2017-12-31,9.803,0.146,11.674,13.505,13.577,12.817,12.828,1.812,9.697,0.481,0.144,0.212,0.154,0.530,0.152,0.202,0.141,0.625,0.197,0.036,0.629,0.233,0.629,0.654,0.223,0.348,0.334,0.663,0.790,0.665,0.034,0.028,0.107,0.037,0.619,0.369,2.657,0.160,0.349,0.368,0.472,0.417,0.171,0.778,9.208,1.973,0.843,0.727,5.387,10.053,9.654,0.306,1.211,1.257,88.411,22.728,0.657,2.871,6.657,1.405,4.201,8.681,0.072,0.017,0.000,-0.028,7.237,,3.91%,IBM,45920010
006066,12490,2016-12-31,2017-09-30,2018-01-31,10.460,0.146,11.674,14.410,14.487,13.676,13.687,1.934,10.346,0.481,0.144,0.212,0.154,0.530,0.152,0.202,0.141,0.625,0.197,0.036,0.629,0.233,0.629,0.654,0.223,0.348,0.334,0.663,0.790,0.665,0.034,0.028,0.107,0.037,0.619,0.369,2.657,0.160,0.349,0.368,0.472,0.417,0.171,0.778,9.208,1.973,0.843,0.727,5.387,10.053,9.654,0.306,1.211,1.257,88.411,22.728,0.657,2.871,6.657,1.405,4.201,8.681,0.072,0.017,0.000,-0.028,7.722,,3.67%,IBM,45920010
006066,12490,2017-12-31,2017-12-31,2018-02-28,11.350,0.128,12.185,13.681,13.754,25.379,25.379,1.814,8.583,0.956,0.073,0.195,0.138,0.517,0.144,0.130,0.127,0.313,0.175,0.496,0.321,0.131,0.321,0.521,0.189,0.327,0.306,0.692,0.813,0.694,0.034,0.029,0.117,0.032,0.636,0.374,3.030,0.149,0.347,0.370,0.414,0.448,0.155,0.807,9.683,2.196,0.859,0.752,6.117,5.505,8.539,0.337,1.289,1.331,94.892,24.368,0.652,2.600,6.041,1.375,4.498,6.397,0.073,0.018,0.000,-0.090,7.914,,3.85%,IBM,45920010
006066,12490,2017-12-31,2017-12-31,2018-03-31,11.175,0.128,12.185,13.471,13.542,24.989,24.989,1.786,8.451,0.956,0.073,0.195,0.138,0.517,0.144,0.130,0.127,0.313,0.175,0.496,0.321,0.131,0.321,0.521,0.189,0.327,0.306,0.692,0.813,0.694,0.034,0.029,0.117,0.032,0.636,0.374,3.030,0.149,0.347,0.370,0.414,0.448,0.155,0.807,9.683,2.196,0.859,0.752,6.117,5.505,8.539,0.337,1.289,1.331,94.892,24.368,0.652,2.600,6.041,1.375,4.498,6.397,0.073,0.018,0.000,-0.090,7.792,,3.91%,IBM,45920010
006066,12490,2017-12-31,2017-12-31,2018-04-30,10.521,0.128,12.185,12.727,12.794,23.609,23.609,1.681,7.957,0.956,0.073,0.195,0.138,0.517,0.144,0.130,0.127,0.313,0.175,0.496,0.321,0.131,0.321,0.521,0.189,0.327,0.306,0.692,0.813,0.694,0.034,0.029,0.117,0.032,0.636,0.374,3.030,0.149,0.347,0.370,0.414,0.448,0.155,0.807,9.683,2.196,0.859,0.752,6.117,5.505,8.539,0.337,1.289,1.331,94.892,24.368,0.652,2.600,6.041,1.375,4.498,6.397,0.073,0.018,0.000,-0.090,7.336,,4.14%,IBM,45920010
006066,12490,2017-12-31,2018-03-31,2018-05-31,9.679,0.129,11.088,11.737,11.766,23.280,23.280,1.620,7.468,0.980,0.071,0.210,0.153,0.525,0.139,0.128,0.138,0.305,0.192,0.496,0.307,0.123,0.307,0.577,0.216,0.341,0.316,0.682,0.790,0.683,0.034,0.029,0.118,0.035,0.613,0.374,2.748,0.137,0.336,0.380,0.477,0.494,0.155,0.807,9.434,2.141,0.849,0.737,5.670,5.255,9.162,0.352,1.293,1.340,93.059,22.883,0.650,2.772,6.714,1.371,4.339,6.692,0.069,0.018,0.000,-0.096,7.141,,4.44%,IBM,45920010
006066,12490,2017-12-31,2018-03-31,2018-06-30,9.568,0.129,11.088,11.603,11.632,23.015,23.015,1.602,7.383,0.980,0.071,0.210,0.153,0.525,0.139,0.128,0.138,0.305,0.192,0.496,0.307,0.123,0.307,0.577,0.216,0.341,0.316,0.682,0.790,0.683,0.034,0.029,0.118,0.035,0.613,0.374,2.748,0.137,0.336,0.380,0.477,0.494,0.155,0.807,9.434,2.141,0.849,0.737,5.670,5.255,9.162,0.352,1.293,1.340,93.059,22.883,0.650,2.772,6.714,1.371,4.339,6.692,0.069,0.018,0.000,-0.096,7.059,,4.50%,IBM,45920010
006066,12490,2017-12-31,2018-03-31,2018-07-31,9.870,0.129,11.088,12.037,12.067,23.876,23.876,1.652,7.616,0.980,0.071,0.210,0.153,0.525,0.139,0.128,0.138,0.305,0.192,0.496,0.307,0.123,0.307,0.577,0.216,0.341,0.316,0.682,0.790,0.683,0.034,0.029,0.118,0.035,0.613,0.374,2.748,0.137,0.336,0.380,0.477,0.494,0.155,0.807,9.434,2.141,0.849,0.737,5.670,5.255,9.162,0.352,1.293,1.340,93.059,22.883,0.650,2.772,6.714,1.371,4.339,6.692,0.069,0.018,0.000,-0.096,7.282,,4.33%,IBM,45920010
006066,12490,2017-12-31,2018-06-30,2018-08-31,10.380,0.145,10.536,12.066,12.096,23.626,23.588,1.655,8.254,0.974,0.071,0.214,0.158,0.523,0.141,0.127,0.140,0.309,0.197,0.496,0.312,0.122,0.312,0.552,0.219,0.342,0.316,0.682,0.788,0.683,0.035,0.030,0.117,0.036,0.617,0.373,2.666,0.135,0.334,0.380,0.493,0.462,0.155,0.777,9.432,2.141,0.849,0.737,5.676,5.164,9.219,0.351,1.309,1.358,93.880,22.680,0.654,2.751,6.676,1.382,4.371,6.441,0.067,0.018,0.000,-0.085,7.219,,4.29%,IBM,45920010
006066,12490,2017-12-31,2018-06-30,2018-09-30,10.715,0.145,10.536,12.456,12.486,24.389,24.349,1.709,8.520,0.974,0.071,0.214,0.158,0.523,0.141,0.127,0.140,0.309,0.197,0.496,0.312,0.122,0.312,0.552,0.219,0.342,0.316,0.682,0.788,0.683,0.035,0.030,0.117,0.036,0.617,0.373,2.666,0.135,0.334,0.380,0.493,0.462,0.155,0.777,9.432,2.141,0.849,0.737,5.676,5.164,9.219,0.351,1.309,1.358,93.880,22.680,0.654,2.751,6.676,1.382,4.371,6.441,0.067,0.018,0.000,-0.085,7.452,,4.15%,IBM,45920010
006066,12490,2017-12-31,2018-06-30,2018-10-31,8.144,0.145,10.536,9.508,9.532,18.618,18.588,1.299,6.476,0.974,0.071,0.214,0.158,0.523,0.141,0.127,0.140,0.309,0.197,0.496,0.312,0.122,0.312,0.552,0.219,0.342,0.316,0.682,0.788,0.683,0.035,0.030,0.117,0.036,0.617,0.373,2.666,0.135,0.334,0.380,0.493,0.462,0.155,0.777,9.432,2.141,0.849,0.737,5.676,5.164,9.219,0.351,1.309,1.358,93.880,22.680,0.654,2.751,6.676,1.382,4.371,6.441,0.067,0.018,0.000,-0.085,5.664,,5.44%,IBM,45920010
006066,12490,2017-12-31,2018-09-30,2018-11-30,9.151,0.144,10.487,10.161,10.194,19.979,19.947,1.405,6.698,0.986,0.071,0.217,0.161,0.524,0.141,0.127,0.141,0.307,0.201,0.496,0.309,0.122,0.309,0.548,0.221,0.341,0.324,0.674,0.812,0.675,0.037,0.031,0.125,0.036,0.608,0.376,2.656,0.170,0.346,0.367,0.481,0.464,0.155,0.788,9.459,2.065,0.849,0.738,5.666,4.999,9.059,0.360,1.286,1.334,95.420,21.960,0.650,2.727,6.662,1.406,4.341,6.622,0.067,0.018,0.000,-0.090,5.708,,5.05%,IBM,45920010
006066,12490,2017-12-31,2018-09-30,2018-12-31,8.370,0.144,10.487,9.294,9.325,18.275,18.246,1.285,6.127,0.986,0.071,0.217,0.161,0.524,0.141,0.127,0.141,0.307,0.201,0.496,0.309,0.122,0.309,0.548,0.221,0.341,0.324,0.674,0.812,0.675,0.037,0.031,0.125,0.036,0.608,0.376,2.656,0.170,0.346,0.367,0.481,0.464,0.155,0.788,9.459,2.065,0.849,0.738,5.666,4.999,9.059,0.360,1.286,1.334,95.420,21.960,0.650,2.727,6.662,1.406,4.341,6.622,0.067,0.018,0.000,-0.090,5.222,,5.52%,IBM,45920010
006066,12490,2017-12-31,2018-09-30,2019-01-31,9.898,0.144,10.487,10.991,11.027,21.611,21.576,1.520,7.245,0.986,0.071,0.217,0.161,0.524,0.141,0.127,0.141,0.307,0.201,0.496,0.309,0.122,0.309,0.548,0.221,0.341,0.324,0.674,0.812,0.675,0.037,0.031,0.125,0.036,0.608,0.376,2.656,0.170,0.346,0.367,0.481,0.464,0.155,0.788,9.459,2.065,0.849,0.738,5.666,4.999,9.059,0.360,1.286,1.334,95.420,21.960,0.650,2.727,6.662,1.406,4.341,6.622,0.067,0.018,0.000,-0.090,6.175,,4.67%,IBM,45920010
006066,12490,2018-12-31,2018-12-31,2019-02-28,11.078,0.202,8.443,11.696,11.756,14.525,14.509,1.544,8.062,0.603,0.110,0.219,0.163,0.524,0.142,0.166,0.140,0.452,0.204,0.231,0.507,0.175,0.507,0.574,0.215,0.338,0.320,0.678,0.872,0.679,0.039,0.032,0.115,0.034,0.631,0.371,2.627,0.223,0.359,0.334,0.456,0.399,0.143,0.777,9.864,1.738,0.863,0.757,6.338,6.882,8.740,0.320,1.242,1.286,96.712,23.189,0.640,2.540,5.835,1.515,4.739,7.289,0.068,0.018,0.000,-0.052,5.998,,4.55%,IBM,45920010
006066,12490,2018-12-31,2018-12-31,2019-03-31,11.316,0.202,8.443,11.948,12.009,14.837,14.821,1.578,8.235,0.603,0.110,0.219,0.163,0.524,0.142,0.166,0.140,0.452,0.204,0.231,0.507,0.175,0.507,0.574,0.215,0.338,0.320,0.678,0.872,0.679,0.039,0.032,0.115,0.034,0.631,0.371,2.627,0.223,0.359,0.334,0.456,0.399,0.143,0.777,9.864,1.738,0.863,0.757,6.338,6.882,8.740,0.320,1.242,1.286,96.712,23.189,0.640,2.540,5.835,1.515,4.739,7.289,0.068,0.018,0.000,-0.052,6.127,,4.45%,IBM,45920010
006066,12490,2018-12-31,2018-12-31,2019-04-30,11.209,0.202,8.443,11.877,11.938,14.750,14.734,1.563,8.157,0.603,0.110,0.219,0.163,0.524,0.142,0.166,0.140,0.452,0.204,0.231,0.507,0.175,0.507,0.574,0.215,0.338,0.320,0.678,0.872,0.679,0.039,0.032,0.115,0.034,0.631,0.371,2.627,0.223,0.359,0.334,0.456,0.399,0.143,0.777,9.864,1.738,0.863,0.757,6.338,6.882,8.740,0.320,1.242,1.286,96.712,23.189,0.640,2.540,5.835,1.515,4.739,7.289,0.068,0.018,0.000,-0.052,6.069,,4.48%,IBM,45920010
006066,12490,2018-12-31,2019-03-31,2019-05-31,9.751,0.132,9.343,10.680,10.726,13.396,13.396,1.431,7.309,0.657,0.110,0.233,0.172,0.532,0.153,0.171,0.149,0.449,0.210,0.231,0.472,0.178,0.472,0.593,0.228,0.336,0.318,0.679,0.859,0.681,0.039,0.031,0.134,0.036,0.589,0.388,2.635,0.209,0.351,0.359,0.491,0.413,0.143,0.801,8.857,2.029,0.855,0.751,5.949,6.807,9.077,0.381,1.271,1.318,94.602,20.783,0.632,2.715,6.361,1.400,4.398,6.622,0.069,0.018,0.000,-0.054,6.832,,5.10%,IBM,45920010
006066,12490,2018-12-31,2019-03-31,2019-06-30,10.589,0.132,9.343,11.598,11.647,14.546,14.546,1.554,7.937,0.657,0.110,0.233,0.172,0.532,0.153,0.171,0.149,0.449,0.210,0.231,0.472,0.178,0.472,0.593,0.228,0.336,0.318,0.679,0.859,0.681,0.039,0.031,0.134,0.036,0.589,0.388,2.635,0.209,0.351,0.359,0.491,0.413,0.143,0.801,8.857,2.029,0.855,0.751,5.949,6.807,9.077,0.381,1.271,1.318,94.602,20.783,0.632,2.715,6.361,1.400,4.398,6.622,0.069,0.018,0.000,-0.054,7.419,,4.70%,IBM,45920010
006066,12490,2018-12-31,2019-03-31,2019-07-31,11.373,0.132,9.343,12.468,12.520,15.637,15.637,1.669,8.525,0.657,0.110,0.233,0.172,0.532,0.153,0.171,0.149,0.449,0.210,0.231,0.472,0.178,0.472,0.593,0.228,0.336,0.318,0.679,0.859,0.681,0.039,0.031,0.134,0.036,0.589,0.388,2.635,0.209,0.351,0.359,0.491,0.413,0.143,0.801,8.857,2.029,0.855,0.751,5.949,6.807,9.077,0.381,1.271,1.318,94.602,20.783,0.632,2.715,6.361,1.400,4.398,6.622,0.069,0.018,0.000,-0.054,7.969,,4.37%,IBM,45920010
006066,12490,2018-12-31,2019-06-30,2019-08-31,10.790,0.144,10.063,11.584,11.653,14.016,14.016,1.542,7.480,0.650,0.112,0.227,0.163,0.537,0.155,0.176,0.142,0.464,0.192,0.231,0.488,0.178,0.488,0.531,0.207,0.315,0.284,0.713,0.909,0.715,0.033,0.026,0.199,0.031,0.494,0.425,3.193,0.215,0.340,0.386,0.453,0.411,0.143,0.831,8.798,2.383,0.866,0.778,6.502,6.956,8.656,0.585,1.411,1.457,93.045,20.315,0.587,2.770,6.438,1.253,4.405,4.365,0.070,0.018,0.000,-0.056,6.804,7.918,4.78%,IBM,45920010
006066,12490,2018-12-31,2019-06-30,2019-09-30,11.577,0.144,10.063,12.429,12.504,15.038,15.038,1.655,8.026,0.650,0.112,0.227,0.163,0.537,0.155,0.176,0.142,0.464,0.192,0.231,0.488,0.178,0.488,0.531,0.207,0.315,0.284,0.713,0.909,0.715,0.033,0.026,0.199,0.031,0.494,0.425,3.193,0.215,0.340,0.386,0.453,0.411,0.143,0.831,8.798,2.383,0.866,0.778,6.502,6.956,8.656,0.585,1.411,1.457,93.045,20.315,0.587,2.770,6.438,1.253,4.405,4.365,0.070,0.018,0.000,-0.056,7.301,8.495,4.46%,IBM,45920010
006066,12490,2018-12-31,2019-06-30,2019-10-31,10.644,0.144,10.063,11.430,11.499,13.829,13.829,1.521,7.379,0.650,0.112,0.227,0.163,0.537,0.155,0.176,0.142,0.464,0.192,0.231,0.488,0.178,0.488,0.531,0.207,0.315,0.284,0.713,0.909,0.715,0.033,0.026,0.199,0.031,0.494,0.425,3.193,0.215,0.340,0.386,0.453,0.411,0.143,0.831,8.798,2.383,0.866,0.778,6.502,6.956,8.656,0.585,1.411,1.457,93.045,20.315,0.587,2.770,6.438,1.253,4.405,4.365,0.070,0.018,0.000,-0.056,6.712,7.813,4.85%,IBM,45920010
006066,12490,2018-12-31,2019-09-30,2019-11-30,11.138,0.139,10.721,12.461,12.519,15.616,15.634,1.544,7.713,0.736,0.100,0.220,0.149,0.541,0.137,0.171,0.128,0.415,0.154,0.231,0.437,0.148,0.437,0.371,0.164,0.299,0.253,0.745,0.920,0.747,0.032,0.026,0.179,0.032,0.489,0.448,3.689,0.190,0.316,0.415,0.439,0.400,0.143,0.839,8.694,2.796,0.876,0.798,7.102,5.730,7.019,0.568,1.363,1.408,89.388,20.508,0.552,2.902,6.702,1.133,4.479,4.899,0.075,0.018,0.000,-0.057,6.631,,4.82%,IBM,45920010
006066,12490,2018-12-31,2019-09-30,2019-12-31,11.104,0.139,10.721,12.423,12.480,15.568,15.586,1.539,7.690,0.736,0.100,0.220,0.149,0.541,0.137,0.171,0.128,0.415,0.154,0.231,0.437,0.148,0.437,0.371,0.164,0.299,0.253,0.745,0.920,0.747,0.032,0.026,0.179,0.032,0.489,0.448,3.689,0.190,0.316,0.415,0.439,0.400,0.143,0.839,8.694,2.796,0.876,0.798,7.102,5.730,7.019,0.568,1.363,1.408,89.388,20.508,0.552,2.902,6.702,1.133,4.479,4.899,0.075,0.018,0.000,-0.057,6.611,,4.83%,IBM,45920010
006066,12490,2018-12-31,2019-09-30,2020-01-31,11.907,0.139,10.721,13.321,13.383,16.693,16.713,1.650,8.245,0.736,0.100,0.220,0.149,0.541,0.137,0.171,0.128,0.415,0.154,0.231,0.437,0.148,0.437,0.371,0.164,0.299,0.253,0.745,0.920,0.747,0.032,0.026,0.179,0.032,0.489,0.448,3.689,0.190,0.316,0.415,0.439,0.400,0.143,0.839,8.694,2.796,0.876,0.798,7.102,5.730,7.019,0.568,1.363,1.408,89.388,20.508,0.552,2.902,6.702,1.133,4.479,4.899,0.075,0.018,0.000,-0.057,7.089,,4.51%,IBM,45920010
006066,12490,2019-12-31,2019-12-31,2020-02-29,11.760,0.219,11.064,12.478,12.563,12.313,12.325,1.499,7.828,0.605,0.122,0.219,0.141,0.550,0.131,0.201,0.123,0.405,0.143,0.072,0.501,0.198,0.501,0.580,0.191,0.279,0.264,0.734,0.863,0.736,0.037,0.030,0.069,0.042,0.632,0.448,4.031,0.149,0.287,0.442,0.448,0.392,0.113,0.845,8.743,2.224,0.862,0.778,6.295,6.457,6.275,0.239,0.976,1.019,88.042,21.050,0.560,2.789,6.056,0.977,3.702,107.298,0.078,0.021,0.000,-0.039,4.435,2.370,4.98%,IBM,45920010
006066,12490,2019-12-31,2019-12-31,2020-03-31,10.023,0.219,11.064,10.636,10.708,10.495,10.505,1.277,6.672,0.605,0.122,0.219,0.141,0.550,0.131,0.201,0.123,0.405,0.143,0.072,0.501,0.198,0.501,0.580,0.191,0.279,0.264,0.734,0.863,0.736,0.037,0.030,0.069,0.042,0.632,0.448,4.031,0.149,0.287,0.442,0.448,0.392,0.113,0.845,8.743,2.224,0.862,0.778,6.295,6.457,6.275,0.239,0.976,1.019,88.042,21.050,0.560,2.789,6.056,0.977,3.702,107.298,0.078,0.021,0.000,-0.039,3.780,2.020,5.84%,IBM,45920010
006066,12490,2019-12-31,2019-12-31,2020-04-30,11.339,0.219,11.064,12.038,12.120,11.879,11.890,1.445,7.548,0.605,0.122,0.219,0.141,0.550,0.131,0.201,0.123,0.405,0.143,0.072,0.501,0.198,0.501,0.580,0.191,0.279,0.264,0.734,0.863,0.736,0.037,0.030,0.069,0.042,0.632,0.448,4.031,0.149,0.287,0.442,0.448,0.392,0.113,0.845,8.743,2.224,0.862,0.778,6.295,6.457,6.275,0.239,0.976,1.019,88.042,21.050,0.560,2.789,6.056,0.977,3.702,107.298,0.078,0.021,0.000,-0.039,4.276,2.286,5.16%,IBM,45920010
006066,12490,2019-12-31,2020-03-31,2020-05-31,11.041,0.203,12.242,13.940,14.034,12.366,12.366,1.449,7.654,0.638,0.118,0.202,0.120,0.552,0.107,0.199,0.105,0.462,0.106,0.072,0.495,0.142,0.495,0.324,0.138,0.277,0.242,0.756,0.911,0.757,0.031,0.025,0.147,0.036,0.478,0.471,4.655,0.170,0.292,0.447,0.396,0.372,0.113,0.836,8.931,2.920,0.874,0.800,6.971,5.944,5.037,0.503,1.195,1.239,80.802,20.000,0.502,3.319,7.699,0.971,4.005,8.230,0.081,0.021,0.000,-0.037,5.545,2.946,5.22%,IBM,45920010
006066,12490,2019-12-31,2020-03-31,2020-06-30,10.676,0.203,12.242,13.479,13.570,11.957,11.957,1.401,7.401,0.638,0.118,0.202,0.120,0.552,0.107,0.199,0.105,0.462,0.106,0.072,0.495,0.142,0.495,0.324,0.138,0.277,0.242,0.756,0.911,0.757,0.031,0.025,0.147,0.036,0.478,0.471,4.655,0.170,0.292,0.447,0.396,0.372,0.113,0.836,8.931,2.920,0.874,0.800,6.971,5.944,5.037,0.503,1.195,1.239,80.802,20.000,0.502,3.319,7.699,0.971,4.005,8.230,0.081,0.021,0.000,-0.037,5.362,2.848,5.40%,IBM,45920010
006066,12490,2019-12-31,2020-03-31,2020-07-31,10.901,0.203,12.242,13.721,13.813,12.172,12.172,1.431,7.557,0.638,0.118,0.202,0.120,0.552,0.107,0.199,0.105,0.462,0.106,0.072,0.495,0.142,0.495,0.324,0.138,0.277,0.242,0.756,0.911,0.757,0.031,0.025,0.147,0.036,0.478,0.471,4.655,0.170,0.292,0.447,0.396,0.372,0.113,0.836,8.931,2.920,0.874,0.800,6.971,5.944,5.037,0.503,1.195,1.239,80.802,20.000,0.502,3.319,7.699,0.971,4.005,8.230,0.081,0.021,0.000,-0.037,5.475,2.899,5.30%,IBM,45920010
