PERMNO,date,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,OPENPRC,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
12490,2021-03-17,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,127.49,129.49001,129.03,4291351,0.00616,129.03,129.03999,893594,1.043657,1,128.46001,0.00616,0.00357,0.003556,0.007362,0.007304,0.002879
12490,2021-03-18,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,127.79,130.995,130.06,5835669,0.007983,130.03,130.07001,893594,1.043657,1,128.94,0.007983,-0.017954,-0.018012,-0.018316,-0.018367,-0.014761
12490,2021-03-19,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,128.53,130.44,128.89999,9844983,-0.008919,128.89,128.89999,893594,1.043657,1,130.02,-0.008919,0.001804,0.001705,0.006821,0.006754,-0.000603
12490,2021-03-22,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,127.89,130.72,130.55,4164914,0.012801,130.53999,130.55,893594,1.043657,1,128.5,0.012801,0.004791,0.004726,-0.003397,-0.003535,0.007025
12490,2021-03-23,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,129.8,131.56,130.46001,4356359,-0.000689,130.46001,130.48,893594,1.043657,1,130.44,-0.000689,-0.011993,-0.012002,-0.025059,-0.025145,-0.007631
12490,2021-03-24,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,130.57001,132.11,130.62,4005027,0.001226,130.56,130.57001,893594,1.043657,1,130.95,0.001226,-0.00909,-0.009144,-0.016742,-0.016781,-0.005467
12490,2021-03-25,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,129.77,133.24001,133.07001,5553966,0.018757,133.07001,133.08,893594,1.043657,1,130.33,0.018757,0.006556,0.006406,0.010554,0.010425,0.00524
12490,2021-03-26,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,133.12,136.48,136.38,5567592,0.024874,136.28999,136.3,893594,1.043657,1,133.28999,0.024874,0.015363,0.015322,0.009622,0.009581,0.016631
12490,2021-03-29,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,135.50999,137.07001,135.86,4622664,-0.003813,135.86,135.87,893594,1.043657,1,135.98,-0.003813,-0.00526,-0.005261,-0.015326,-0.015342,-0.000868
12490,2021-03-30,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,134.02,136.27,134.72,4790366,-0.008391,134.75,134.75999,893594,1.043657,1,135.86,-0.008391,2.3e-05,-0.000126,0.006469,0.006311,-0.003158
12490,2021-03-31,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,132.71001,134.71001,133.25999,4945315,-0.010837,133.27,133.28,893594,1.043657,1,134.53999,-0.010837,0.005605,0.005539,0.009508,0.009466,0.003623
12490,2021-04-01,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,132.27,133.92999,133.23,4074161,-0.000225,133.23,133.24001,893594,1.043657,1,133.75999,-0.000225,0.012802,0.012764,0.013968,0.013863,0.011825
12490,2021-04-05,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,133.39999,136.69,135.92999,5471616,0.020266,135.87,135.91,893594,1.043657,1,133.64,0.020266,0.011451,0.011348,0.00403,0.004001,0.014438
12490,2021-04-06,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,134.09,135.64,134.22,3620964,-0.01258,134.22,134.24001,893594,1.043657,1,135.58,-0.01258,0.000329,0.0003,0.00024,0.000231,-0.000974
12490,2021-04-07,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,133.78,134.94,134.92999,2976136,0.00529,134.92999,134.94,893594,1.043657,1,133.84,0.00529,-0.001475,-0.001495,-0.008745,-0.008765,0.001475
12490,2021-04-08,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,134.16,135.6299,135.12,4087228,0.001408,135.11,135.12,893594,1.043657,1,134.57001,0.001408,0.005892,0.005719,0.006366,0.006338,0.004221
12490,2021-04-09,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,134.71001,135.74001,135.73,3023916,0.004515,135.72,135.73,893594,1.043657,1,134.87,0.004515,0.005508,0.005492,-0.001899,-0.001959,0.00772
12490,2021-04-12,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,133.85001,135.37,134.59,3753959,-0.008399,134.59,134.60001,893594,1.043657,1,135.02,-0.008399,-0.000689,-0.0007,-0.009196,-0.009208,-0.000196
12490,2021-04-13,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,130.38,133.62,131.17999,8033530,-0.025336,131.17,131.17999,893594,1.043657,1,133.0,-0.025336,0.003958,0.00393,-0.000586,-0.000624,0.003295
12490,2021-04-14,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,130.52,132.78,132.63,5868049,0.011054,132.61,132.67999,893594,1.043657,1,131.30499,0.011054,-0.002872,-0.002963,0.002728,0.002628,-0.004088
12490,2021-04-15,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,132.22,133.87,132.58,3883955,-0.000377,132.57001,132.61,893594,1.043657,1,133.28,-0.000377,0.01005,0.010033,-0.000239,-0.00028,0.011094
12490,2021-04-16,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,132.95,134.10001,133.59,5291756,0.007618,133.58,133.59,893594,1.043657,1,133.0,0.007618,0.002625,0.002623,-0.001392,-0.00141,0.003609
12490,2021-04-19,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,132.58,133.815,133.12,8198582,-0.003518,133.42,133.42999,893594,1.043657,1,133.60001,-0.003518,-0.006927,-0.006959,-0.008418,-0.008453,-0.005306
12490,2021-04-20,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,136.7,139.77,138.16,15480579,0.037861,138.16,138.21001,893594,1.043657,1,137.07001,0.037861,-0.00908,-0.009101,-0.013927,-0.013944,-0.006802
12490,2021-04-21,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,137.71001,143.73,143.55,11909005,0.039013,143.58,143.63,893594,1.043657,1,138.06,0.039013,0.01128,0.011256,0.018282,0.018269,0.009306
12490,2021-04-22,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,141.0,144.74001,141.28,7101368,-0.015813,141.28999,141.32001,893594,1.043657,1,143.7,-0.015813,-0.007251,-0.00731,-0.000753,-0.000822,-0.009211
12490,2021-04-23,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.95,143.61,142.42999,4556700,0.00814,142.41,142.42,893594,1.043657,1,141.31,0.00814,0.012026,0.012001,0.012955,0.012936,0.010929
12490,2021-04-26,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,141.48,143.63,141.57001,4710763,-0.006038,141.57001,141.64999,893594,1.043657,1,142.42,-0.006038,0.004392,0.004391,0.010775,0.010763,0.001782
12490,2021-04-27,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.75,142.56,142.00999,3884037,0.003108,141.97,142.0,893594,1.043657,1,141.69,0.003108,-0.000236,-0.000245,-0.00013,-0.000142,-0.000215
12490,2021-04-28,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,142.10001,143.39999,143.0,3768129,0.006971,143.03,143.05,893594,1.043657,1,142.92,0.006971,0.000142,0.000135,0.004216,0.004193,-0.000846
12490,2021-04-29,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,142.98,148.74001,144.24001,4353880,0.008671,144.24001,144.25,893594,1.043657,1,144.13,0.008671,0.003534,0.003459,-0.002602,-0.002674,0.006763
12490,2021-04-30,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.55,143.83,141.88,8872181,-0.016362,141.91,141.92,893523,1.043657,1,143.7,-0.016362,-0.008008,-0.008086,-0.00826,-0.008318,-0.007195
12490,2021-05-03,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.55,145.75,144.75,5733463,0.020228,144.75,144.75999,893523,1.043657,1,143.81,0.020228,0.002051,0.002012,0.005307,0.005224,0.002748
12490,2021-05-04,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.33,146.59,145.75,6350479,0.006908,145.75999,145.77,893523,1.043657,1,144.41,0.006908,-0.008437,-0.008441,-0.010255,-0.010273,-0.006678
12490,2021-05-05,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.35921,146.0,145.22,4924273,-0.003636,145.22,145.24001,893523,1.043657,1,145.94,-0.003636,-5e-05,-6.6e-05,-0.00027,-0.000301,0.000704
12490,2021-05-06,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,145.17999,148.515,148.42,7503487,0.022036,148.42,148.42999,893523,1.043657,1,145.25999,0.022036,0.004793,0.004654,-0.00365,-0.003706,0.008165
12490,2021-05-07,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.57001,146.14,145.46001,7003467,-0.008894,145.36,145.38,893523,1.043657,1,145.92,-0.019943,0.008673,0.00854,0.010497,0.010426,0.007373
12490,2021-05-10,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,145.8,148.38,146.17,6983377,0.004881,146.16,146.2,893523,1.043657,1,145.8,0.004881,-0.012279,-0.012319,-0.014776,-0.014808,-0.010436
12490,2021-05-11,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,142.89999,145.19,144.22,7126404,-0.013341,144.21001,144.22,893523,1.043657,1,144.99001,-0.013341,-0.006579,-0.006594,-0.003533,-0.003559,-0.008674
12490,2021-05-12,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,141.14,144.14999,141.3,5959579,-0.020247,141.3,141.32001,893523,1.043657,1,143.84,-0.020247,-0.022536,-0.02263,-0.020529,-0.02059,-0.021449
12490,2021-05-13,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,141.28,144.89999,144.17,4598920,0.020311,144.17,144.17999,893523,1.043657,1,141.45,0.020311,0.009761,0.009597,0.000891,0.000718,0.012173
12490,2021-05-14,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.96001,145.69,144.67999,2747385,0.003537,144.62,144.64,893523,1.043657,1,145.11,0.003537,0.017585,0.01751,0.021016,0.020933,0.014918
12490,2021-05-17,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.33,145.8,145.11,4275172,0.002972,145.13,145.14,893523,1.043657,1,144.44,0.002972,-0.001356,-0.00137,0.004658,0.00462,-0.00253
12490,2021-05-18,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.23,145.3,143.91,3824050,-0.00827,143.89999,143.91,893523,1.043657,1,144.78,-0.00827,-0.005975,-0.006057,0.002453,0.002418,-0.008517
12490,2021-05-19,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.92,143.2,143.19,4300732,-0.005003,143.17999,143.19,893523,1.043657,1,142.32001,-0.005003,-0.003798,-0.003897,-0.005873,-0.005896,-0.002943
12490,2021-05-20,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,142.16,144.91,143.88,4112690,0.004819,143.88,143.89,893523,1.043657,1,143.12,0.004819,0.011154,0.011081,0.009874,0.00974,0.010555
12490,2021-05-21,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.28,145.69901,144.74001,4033482,0.005977,144.74001,144.77,893523,1.043657,1,144.28,0.005977,-0.000303,-0.000337,0.002794,0.002761,-0.000784
12490,2021-05-24,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.17999,145.39,144.72,3297570,-0.000138,144.72,144.73,893523,1.043657,1,145.06,-0.000138,0.009375,0.009305,0.002333,0.002283,0.009911
12490,2021-05-25,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.2,145.0,143.78999,3937323,-0.006426,143.78,143.78999,893523,1.043657,1,144.92,-0.006426,-0.002731,-0.002747,-0.006541,-0.006551,-0.002125
12490,2021-05-26,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.03999,143.9894,143.38,3083789,-0.002851,143.38,143.41,893523,1.043657,1,143.5,-0.002851,0.004533,0.004521,0.012115,0.012097,0.001877
12490,2021-05-27,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.63,144.77,143.82001,5630345,0.003069,143.67999,143.7,893523,1.043657,1,143.82001,0.003069,0.002905,0.00281,0.0083,0.008214,0.001165
12490,2021-05-28,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.485,144.33,143.74001,2534811,-0.000556,143.8,143.81,893523,1.043657,1,144.21001,-0.000556,0.001006,0.000901,0.001001,0.000925,0.000769
12490,2021-06-01,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.75,145.83,144.19,2417455,0.003131,144.16,144.19,893523,1.043657,1,145.0,0.003131,0.001667,0.001613,0.009881,0.009787,-0.000492
12490,2021-06-02,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.11,145.75,145.72,2786916,0.010611,145.71001,145.74001,893523,1.043657,1,144.62,0.010611,0.001731,0.00166,0.002925,0.00291,0.001447
12490,2021-06-03,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.03999,145.88,145.55,4130741,-0.001167,145.55,145.56,893523,1.043657,1,144.91,-0.001167,-0.005216,-0.005337,-0.003755,-0.003808,-0.003629
12490,2021-06-04,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,145.75999,147.55,147.42,3117905,0.012848,147.41,147.42,893523,1.043657,1,146.0,0.012848,0.008419,0.008408,0.005092,0.005078,0.008834
12490,2021-06-07,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,147.17,148.74001,148.02,3462712,0.00407,148.00999,148.03,893523,1.043657,1,147.55,0.00407,0.001642,0.001601,0.008558,0.008533,-0.000797
12490,2021-06-08,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,148.12,150.2,149.07001,5080099,0.007094,149.07001,149.08,893523,1.043657,1,148.12,0.007094,0.001769,0.001747,0.00596,0.005942,0.000175
12490,2021-06-09,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,148.82001,151.07001,150.67,5303252,0.010733,150.66,150.67,893523,1.043657,1,149.03,0.010733,-0.00288,-0.002922,-0.000927,-0.000953,-0.001824
12490,2021-06-10,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,149.75999,152.84,150.53999,4758488,-0.000863,150.57001,150.58,893523,1.043657,1,151.47,-0.000863,0.004027,0.003864,0.000613,0.000324,0.004652
12490,2021-06-11,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,150.37,151.845,151.28,3438255,0.004916,151.28999,151.3,893523,1.043657,1,150.42999,0.004916,0.003115,0.00309,0.004048,0.003978,0.001948
12490,2021-06-14,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,148.655,151.03,150.03,3344845,-0.008263,150.03,150.03999,893523,1.043657,1,150.71001,-0.008263,0.001325,0.001123,-0.000683,-0.000866,0.001815
12490,2021-06-15,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,148.60001,149.91,149.36,2513281,-0.004466,149.44,149.49001,893523,1.043657,1,149.85001,-0.004466,-0.002962,-0.002998,-0.005567,-0.005657,-0.002012
12490,2021-06-16,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,147.22,149.75999,147.83,3879185,-0.010244,147.83,147.84,893523,1.043657,1,149.75999,-0.010244,-0.004693,-0.004708,-0.002602,-0.002631,-0.00539
12490,2021-06-17,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,145.28,148.06,145.60001,4367387,-0.015085,145.62,145.63,893523,1.043657,1,147.55,-0.015085,-0.001405,-0.001436,-0.007398,-0.007443,-0.000436
12490,2021-06-18,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,143.03999,144.67999,143.12,9156505,-0.017033,143.12,143.13,893523,1.043657,1,144.48,-0.017033,-0.012535,-0.012598,-0.013293,-0.013364,-0.013125
12490,2021-06-21,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.06,147.07001,146.64999,4285711,0.024665,146.62,146.64999,893523,1.043657,1,144.11,0.024665,0.013561,0.013436,0.009485,0.009324,0.014002
12490,2021-06-22,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,145.35001,146.81,146.36,2437121,-0.001977,146.33,146.36,893523,1.043657,1,146.52,-0.001977,0.004926,0.004915,0.001081,0.000982,0.005125
12490,2021-06-23,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.57001,146.5,144.61,3202644,-0.011957,144.61,144.64999,893523,1.043657,1,146.42999,-0.011957,-0.000137,-0.000161,0.004536,0.004504,-0.001083
12490,2021-06-24,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.69,146.19,145.44,3609679,0.00574,145.44,145.45,893523,1.043657,1,145.8,0.00574,0.006528,0.006399,0.009578,0.00941,0.005811
12490,2021-06-25,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.94501,146.92999,146.84,3594218,0.009626,146.82001,146.84,893523,1.043657,1,145.38,0.009626,0.003216,0.003189,0.002692,0.002598,0.003331
12490,2021-06-28,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.91209,147.3,145.28999,3888869,-0.010556,145.27,145.28,893523,1.043657,1,147.00999,-0.010556,0.001063,0.00106,-0.003253,-0.003281,0.002315
12490,2021-06-29,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,145.10001,146.74001,145.55,2428626,0.00179,145.53999,145.55,893523,1.043657,1,145.25999,0.00179,-4e-05,-0.000188,-0.002865,-0.003057,0.000277
12490,2021-06-30,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,144.71001,146.92999,146.59,3245091,0.007145,146.59,146.62,893523,1.043657,1,145.13,0.007145,0.00036,0.00033,0.000284,0.000261,0.001328
12490,2021-07-01,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,146.57001,147.5,146.84,2686289,0.001705,146.83,146.84,893523,1.043657,1,146.96001,0.001705,0.0042,0.004117,0.003007,0.002896,0.005222
12490,2021-07-02,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,139.46001,146.95,140.02,16828161,-0.046445,140.00999,140.02,893523,1.043657,1,146.91,-0.046445,0.005001,0.004915,-0.00385,-0.003898,0.0075
12490,2021-07-06,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,137.10001,140.42,138.78,8093747,-0.008856,138.75,138.78,893523,1.043657,1,139.99001,-0.008856,-0.00301,-0.003054,-0.009556,-0.009575,-0.002022
12490,2021-07-07,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,138.75999,140.33,139.82001,4059667,0.007494,139.8,139.82001,893523,1.043657,1,138.75999,0.007494,0.0011,0.001098,-0.007276,-0.007292,0.003359
12490,2021-07-08,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,137.66,141.31,140.74001,5487425,0.00658,140.73,140.74001,893523,1.043657,1,137.78,0.00658,-0.009006,-0.009156,-0.007498,-0.00753,-0.008561
12490,2021-07-09,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.841,141.98,141.52,3904059,0.005542,141.49001,141.5,893523,1.043657,1,141.45,0.005542,0.012887,0.01287,0.016291,0.016238,0.011278
12490,2021-07-12,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.11501,141.9599,140.92,3342627,-0.00424,140.91,140.92,893523,1.043657,1,141.42999,-0.00424,0.002173,0.002171,0.001703,0.001692,0.003451
12490,2021-07-13,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,139.63,140.92,140.28,3164294,-0.004542,140.27,140.28,893523,1.043657,1,140.92,-0.004542,-0.005943,-0.005948,-0.010875,-0.010905,-0.003517
12490,2021-07-14,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,138.92731,140.75,139.82001,4403752,-0.003279,139.82001,139.83,893523,1.043657,1,140.72,-0.003279,-0.002375,-0.002473,-0.010452,-0.010571,0.001165
12490,2021-07-15,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,138.80051,140.46001,140.45,3639698,0.004506,140.44,140.45,893523,1.043657,1,139.32001,0.004506,-0.003905,-0.003933,-0.005299,-0.005355,-0.003262
12490,2021-07-16,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,138.59,141.0,138.89999,4109308,-0.011036,138.88,138.89999,893523,1.043657,1,141.0,-0.011036,-0.007607,-0.007609,-0.010081,-0.010092,-0.007539
12490,2021-07-19,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,136.20889,138.49001,137.92,8582302,-0.007055,138.05,138.13,893523,1.043657,1,136.45,-0.007055,-0.014629,-0.014644,-0.01358,-0.013609,-0.01587
12490,2021-07-20,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,138.7,144.92,139.97,13611675,0.014864,139.97,139.98,893523,1.043657,1,143.0,0.014864,0.016902,0.016882,0.017687,0.017675,0.015163
12490,2021-07-21,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,139.64999,141.39,141.3,4803977,0.009502,141.24001,141.28999,893523,1.043657,1,139.97,0.009502,0.009672,0.00967,0.015063,0.015046,0.008242
12490,2021-07-22,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.41,141.81,140.71001,3314153,-0.004175,140.71001,140.72,893523,1.043657,1,141.66,-0.004175,0.000285,0.000228,-0.007043,-0.007109,0.002017
12490,2021-07-23,11,1,7379,45920010,IBM,INTERNATIONAL BUSINESS MACHS COR,IBM,541512,N,A,R,20990,0,1,3571,45920010,140.33,141.7,141.34,4474157,0.004477,141.33,141.34,893523,1.043657,1,140.96001,0.004477,0.008915,0.008861,-0.002049,-0.002075,0.010145
