grid_case,C_svm_init,tau,lambda_hinge,goal_monthly,split,train_feas_pct,val_feas_pct,nn_mean_ret,nn_vol,nn_sharpe,svm_mean_ret,svm_vol,svm_sharpe
A,0.01,0.01,0.001,0.0075,train,100.0,100.0,0.01492567668235823,0.0255008717158241,0.5853006457230666,0.013470077737975355,0.025979893896186188,0.5184808602868953
A,0.01,0.01,0.001,0.0075,val,100.0,100.0,0.013109682642887926,0.030469556598845263,0.43025511710119546,0.010478681160876245,0.02847421109469571,0.3680060222093475
AC,1.0,0.05,0.001,0.0075,test,100.0,100.0,0.019645354341036526,0.027771729386365403,0.7073867841292618,0.013152638448894806,0.025206655741028546,0.521792283097858
AC,1.0,0.05,0.001,0.0075,train,100.0,100.0,0.01734055930989452,0.02661416377869511,0.6515537911855885,0.013470077737975355,0.025979893896186188,0.5184808602868953
AC,1.0,0.05,0.001,0.0075,val,100.0,100.0,0.013261420536198582,0.031412724114747215,0.42216716026709145,0.010478681160876245,0.02847421109469571,0.3680060222093475
AG,1.0,0.1,0.001,0.0075,test,100.0,100.0,0.01663511644493127,0.025857707363137392,0.6433329997385179,0.013152638448894806,0.025206655741028546,0.521792283097858
AG,1.0,0.1,0.001,0.0075,train,100.0,100.0,0.015246594384114147,0.025905627936613322,0.5885437103023109,0.013470077737975355,0.025979893896186188,0.5184808602868953
AG,1.0,0.1,0.001,0.0075,val,100.0,100.0,0.010621757100685638,0.029040242805563724,0.36575992740270374,0.010478681160876245,0.02847421109469571,0.3680060222093475
E,0.01,0.05,0.001,0.0075,test,100.0,100.0,0.013652403109311574,0.025155512363655503,0.5427201367002862,0.013152638448894806,0.025206655741028546,0.521792283097858
E,0.01,0.05,0.001,0.0075,train,100.0,100.0,0.013877814700577069,0.02594944387301746,0.53480200839574,0.013470077737975355,0.025979893896186188,0.5184808602868953
E,0.01,0.05,0.001,0.0075,val,100.0,100.0,0.012159931386391138,0.0292409230777065,0.41585319839803925,0.010478681160876245,0.02847421109469571,0.3680060222093475
I,0.01,0.1,0.001,0.0075,test,100.0,100.0,0.013925527179102183,0.02520351483965156,0.5525232201598029,0.013152638448894806,0.025206655741028546,0.521792283097858
