return_goal,grid_case,nn_mean_ret,nn_vol,svm_mean_ret,svm_vol
0.005,I,0.011812155942302,0.0258514796602411,0.0115460754998153,0.0258611939354892
0.0065,I,0.0128940100317598,0.0259340609329596,0.0126664463061936,0.0259422397288548
0.0075,I,0.013679551963878,0.0259877102184195,0.0134700777379753,0.0259798938961861
0.009,I,0.0149217563835384,0.0261094240691204,0.0146803432314573,0.0260396485756278
0.0105,I,0.0161300738366854,0.0261220413512859,0.0159414829924393,0.0260876229237211
0.012,I,0.0174570471392759,0.0261626038469327,0.0172632849339566,0.0261100894478021
0.013,I,0.0183642400788729,0.0261766780215551,0.0181689175359887,0.0261085772776515
0.0145,I,0.0197588252364548,0.0261850767863063,0.0195620283228925,0.0260865276284067
0.016,I,0.0211963422266719,0.0261994211765435,0.0209928570278087,0.0260789854891352
0.017,I,0.0221261026769099,0.0261990522476582,0.021954843444251,0.0260798720048211
0.0185,I,0.0235850617900703,0.0262106043537187,0.0234123448104507,0.0261100218588279
0.02,Q,0.0264458702186597,0.0263169404993052,0.0248759640241913,0.0261670886988645
