grid_case,C_svm_init,tau,lambda_hinge,goal_monthly,split,train_feas_pct,val_feas_pct,nn_mean_ret,nn_vol,nn_sharpe,svm_mean_ret,svm_vol,svm_sharpe
Q,0.1,0.05,0.001,0.002,val,100.0,100.0,0.0016294722212604768,0.011558161589988979,0.14098022496335857,-0.0006287809271043341,0.012047589223172126,-0.05219143144777515
U,0.1,0.1,0.001,0.002,test,100.0,100.0,0.02088123482305136,0.0313764080720458,0.665507497685485,0.016107134113255483,0.027605906598763153,0.5834669495474449
U,0.1,0.1,0.001,0.002,train,100.0,100.0,0.011140524736382534,0.018249586205617178,0.610453552768394,0.008779911832727583,0.01806045328592283,0.4861401700855936
U,0.1,0.1,0.001,0.002,val,100.0,100.0,0.001691776256501885,0.011881888700564823,0.14238277255358242,-0.0006287809271043341,0.012047589223172126,-0.05219143144777515
Y,1.0,0.01,0.001,0.002,test,100.0,100.0,0.028581993124903584,0.03801556495188023,0.7518497531295556,0.016107134113255483,0.027605906598763153,0.5834669495474449
Y,1.0,0.01,0.001,0.002,train,100.0,100.0,0.017628280202087777,0.021728477374532932,0.8112984585812659,0.008779911832727583,0.01806045328592283,0.4861401700855936
Y,1.0,0.01,0.001,0.002,val,100.0,100.0,0.005481546353243962,0.014623121847465005,0.3748547273316581,-0.0006287809271043341,0.012047589223172126,-0.05219143144777515
A,0.01,0.01,0.001,0.0025,test,100.0,100.0,0.021589986128393166,0.031789689734051545,0.6791505770686365,0.016543144562799414,0.027605099399159096,0.599278572519977
A,0.01,0.01,0.001,0.0025,train,100.0,100.0,0.010420266649543241,0.01821785277613532,0.5719810549035398,0.00899212142749692,0.01806417126893075,0.49778765342338305
A,0.01,0.01,0.001,0.0025,val,100.0,100.0,0.0005202678053139805,0.011735288776626265,0.044333617618842844,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
AC,1.0,0.05,0.001,0.0025,test,100.0,100.0,0.023798999239720085,0.03034214035251732,0.7843546619466236,0.016543144562799414,0.027605099399159096,0.599278572519977
AC,1.0,0.05,0.001,0.0025,train,100.0,100.0,0.015589315332368596,0.02078298622662434,0.7500998731186946,0.00899212142749692,0.01806417126893075,0.49778765342338305
AC,1.0,0.05,0.001,0.0025,val,100.0,100.0,0.003980039826133615,0.012910607541053762,0.3082767261857677,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
AG,1.0,0.1,0.001,0.0025,test,100.0,100.0,0.022261877834837802,0.029978942109514375,0.7425838361064114,0.016543144562799414,0.027605099399159096,0.599278572519977
AG,1.0,0.1,0.001,0.0025,train,100.0,100.0,0.014452176726602192,0.01985932203244507,0.7277275982666122,0.00899212142749692,0.01806417126893075,0.49778765342338305
AG,1.0,0.1,0.001,0.0025,val,100.0,100.0,0.002124309986790281,0.012264894600684218,0.17320246571858597,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
E,0.01,0.05,0.001,0.0025,test,100.0,100.0,0.021268288324821263,0.031012117160163846,0.6858057518064365,0.016543144562799414,0.027605099399159096,0.599278572519977
E,0.01,0.05,0.001,0.0025,train,100.0,100.0,0.01108874346619753,0.018241778657203247,0.6078762205137804,0.00899212142749692,0.01806417126893075,0.49778765342338305
E,0.01,0.05,0.001,0.0025,val,100.0,100.0,0.0021979170782796312,0.012878280759441411,0.17066851695228114,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
I,0.01,0.1,0.001,0.0025,test,100.0,100.0,0.021338629865524757,0.03139546230434774,0.6796724207462951,0.016543144562799414,0.027605099399159096,0.599278572519977
I,0.01,0.1,0.001,0.0025,train,100.0,100.0,0.010688922667827509,0.01827377126710442,0.5849324975673889,0.00899212142749692,0.01806417126893075,0.49778765342338305
I,0.01,0.1,0.001,0.0025,val,100.0,100.0,0.0010451926226677998,0.011856644546684019,0.08815248011056882,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
M,0.1,0.01,0.001,0.0025,test,100.0,100.0,0.022966025266430014,0.02919760329449835,0.7865722756076657,0.016543144562799414,0.027605099399159096,0.599278572519977
M,0.1,0.01,0.001,0.0025,train,100.0,100.0,0.015245982413227957,0.02042606548238107,0.7463983910965282,0.00899212142749692,0.01806417126893075,0.49778765342338305
M,0.1,0.01,0.001,0.0025,val,100.0,100.0,0.005039643382803688,0.014933319856739782,0.337476423917331,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
Q,0.1,0.05,0.001,0.0025,test,100.0,100.0,0.022018470376872965,0.031107168563084407,0.7078262469151553,0.016543144562799414,0.027605099399159096,0.599278572519977
Q,0.1,0.05,0.001,0.0025,train,100.0,100.0,0.012748531267347917,0.0188217109780425,0.6773311566383675,0.00899212142749692,0.01806417126893075,0.49778765342338305
Q,0.1,0.05,0.001,0.0025,val,100.0,100.0,0.0018278553616862877,0.011567611282399679,0.15801493643803421,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
U,0.1,0.1,0.001,0.0025,test,100.0,100.0,0.021313035177180514,0.03131419668383643,0.6806189343346984,0.016543144562799414,0.027605099399159096,0.599278572519977
U,0.1,0.1,0.001,0.0025,train,100.0,100.0,0.011357423460616885,0.018265329593031707,0.6218022731069679,0.00899212142749692,0.01806417126893075,0.49778765342338305
U,0.1,0.1,0.001,0.0025,val,100.0,100.0,0.0019283367715032824,0.011905722146592287,0.16196722446552753,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
Y,1.0,0.01,0.001,0.0025,test,100.0,100.0,0.029013597453147407,0.038124035849321815,0.7610316380736091,0.016543144562799414,0.027605099399159096,0.599278572519977
Y,1.0,0.01,0.001,0.0025,train,100.0,100.0,0.0177561154120112,0.021803202946514767,0.8143810546897252,0.00899212142749692,0.01806417126893075,0.49778765342338305
Y,1.0,0.01,0.001,0.0025,val,100.0,100.0,0.005738772873701993,0.014876831607865243,0.3857523580681121,-0.00033138998011073055,0.012034614731911487,-0.02753640124469183
A,0.01,0.01,0.001,0.003,test,100.0,100.0,0.02197437940437858,0.031725758378588105,0.6926352757737883,0.01697090256359251,0.02759811104223574,0.6149298601272225
A,0.01,0.01,0.001,0.003,train,100.0,100.0,0.010700555596855477,0.01818090119904658,0.5885602412727517,0.00921946208915653,0.018076828232827954,0.510015472288648
A,0.01,0.01,0.001,0.003,val,100.0,100.0,0.0008516657102632356,0.01172798483725721,0.07261824789243111,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
AC,1.0,0.05,0.001,0.003,test,100.0,100.0,0.024275676784750035,0.030403815835654643,0.7984417783337392,0.01697090256359251,0.02759811104223574,0.6149298601272225
AC,1.0,0.05,0.001,0.003,train,100.0,100.0,0.015763870226024948,0.020844586014714474,0.756257294538772,0.00921946208915653,0.018076828232827954,0.510015472288648
AC,1.0,0.05,0.001,0.003,val,100.0,100.0,0.004212826792962357,0.013163808574399928,0.32003099777940724,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
AG,1.0,0.1,0.001,0.003,test,100.0,100.0,0.022757373463125785,0.029852118259488664,0.7623369726913731,0.01697090256359251,0.02759811104223574,0.6149298601272225
AG,1.0,0.1,0.001,0.003,train,100.0,100.0,0.014598097661495623,0.01987528633973613,0.7344848980402134,0.00921946208915653,0.018076828232827954,0.510015472288648
AG,1.0,0.1,0.001,0.003,val,100.0,100.0,0.002420911538363254,0.012291416990824762,0.1969595157314608,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
E,0.01,0.05,0.001,0.003,test,100.0,100.0,0.0216542307632421,0.030998900660918156,0.6985483452916158,0.01697090256359251,0.02759811104223574,0.6149298601272225
E,0.01,0.05,0.001,0.003,train,100.0,100.0,0.011075562822539443,0.018300148178286953,0.6052171115792021,0.00921946208915653,0.018076828232827954,0.510015472288648
E,0.01,0.05,0.001,0.003,val,100.0,100.0,0.0018524346048158355,0.012376921553706824,0.1496684451483311,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
I,0.01,0.1,0.001,0.003,test,100.0,100.0,0.021774432095339188,0.031296210029855054,0.6957530024840609,0.01697090256359251,0.02759811104223574,0.6149298601272225
I,0.01,0.1,0.001,0.003,train,100.0,100.0,0.010971963133673634,0.01828835496226037,0.59994259493078,0.00921946208915653,0.018076828232827954,0.510015472288648
I,0.01,0.1,0.001,0.003,val,100.0,100.0,0.0013846341774693969,0.01187808136881298,0.11657052467987915,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
M,0.1,0.01,0.001,0.003,test,100.0,100.0,0.025720595673297507,0.03509010974812972,0.7329870398577312,0.01697090256359251,0.02759811104223574,0.6149298601272225
M,0.1,0.01,0.001,0.003,train,100.0,100.0,0.015505352833421056,0.0205546794218426,0.7543466144351452,0.00921946208915653,0.018076828232827954,0.510015472288648
M,0.1,0.01,0.001,0.003,val,100.0,100.0,0.004588745072570898,0.014076073147880248,0.3259961087184271,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
Q,0.1,0.05,0.001,0.003,test,100.0,100.0,0.022465167847144283,0.031055759010151684,0.7233817031835339,0.01697090256359251,0.02759811104223574,0.6149298601272225
Q,0.1,0.05,0.001,0.003,train,100.0,100.0,0.013097793399848411,0.018710058069903227,0.7000402323826735,0.00921946208915653,0.018076828232827954,0.510015472288648
Q,0.1,0.05,0.001,0.003,val,100.0,100.0,0.0024946629613114817,0.011654826583264546,0.21404548092372172,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
U,0.1,0.1,0.001,0.003,test,100.0,100.0,0.021754898774107554,0.031276878499784916,0.6955585025392351,0.01697090256359251,0.02759811104223574,0.6149298601272225
U,0.1,0.1,0.001,0.003,train,100.0,100.0,0.011541871571265351,0.018311827504018285,0.6302959968415139,0.00921946208915653,0.018076828232827954,0.510015472288648
U,0.1,0.1,0.001,0.003,val,100.0,100.0,0.002276302750914445,0.01201443279834376,0.18946402122610223,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
Y,1.0,0.01,0.001,0.003,test,100.0,100.0,0.027414833865229506,0.03352314839701366,0.8177881605790318,0.01697090256359251,0.02759811104223574,0.6149298601272225
Y,1.0,0.01,0.001,0.003,train,100.0,100.0,0.017913989257890867,0.021944022269011147,0.8163493928992338,0.00921946208915653,0.018076828232827954,0.510015472288648
Y,1.0,0.01,0.001,0.003,val,100.0,100.0,0.006031307253267751,0.0150492717680995,0.40077070477601223,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
A,0.01,0.01,0.001,0.0035,test,100.0,100.0,0.022488515655676097,0.031679356014978115,0.7098791921254197,0.017410130942527705,0.02759925108836964,0.6308189626650246
A,0.01,0.01,0.001,0.0035,train,100.0,100.0,0.01085167072994748,0.018252459784293944,0.5945319621353556,0.009448254568215566,0.01810026274897947,0.5219954372334337
A,0.01,0.01,0.001,0.0035,val,100.0,100.0,0.0012270693091339104,0.011740104112142932,0.10451945717927819,0.0003327046744282769,0.011971917294033567,0.027790425395462445
AC,1.0,0.05,0.001,0.0035,test,100.0,100.0,0.024749093499813826,0.030340427349569068,0.8157134114773644,0.017410130942527705,0.02759925108836964,0.6308189626650246
AC,1.0,0.05,0.001,0.0035,train,100.0,100.0,0.01591017888092522,0.02082079247737793,0.7641485739530661,0.009448254568215566,0.01810026274897947,0.5219954372334337
AC,1.0,0.05,0.001,0.0035,val,100.0,100.0,0.004497662198935676,0.013258663754751864,0.33922439559450346,0.0003327046744282769,0.011971917294033567,0.027790425395462445
AG,1.0,0.1,0.001,0.0035,test,100.0,100.0,0.023212029227838757,0.029802652416143875,0.7788578312743102,0.017410130942527705,0.02759925108836964,0.6308189626650246
AG,1.0,0.1,0.001,0.0035,train,100.0,100.0,0.014774955548158853,0.01985394751904239,0.7441822606433135,0.009448254568215566,0.01810026274897947,0.5219954372334337
AG,1.0,0.1,0.001,0.0035,val,100.0,100.0,0.0027533457160537084,0.012336770323188896,0.22318205200393337,0.0003327046744282769,0.011971917294033567,0.027790425395462445
E,0.01,0.05,0.001,0.0035,test,100.0,100.0,0.022290653331989343,0.03108744353994052,0.7170307620384974,0.017410130942527705,0.02759925108836964,0.6308189626650246
E,0.01,0.05,0.001,0.0035,train,100.0,100.0,0.011163828477774591,0.018238339380415785,0.6121077278093714,0.009448254568215566,0.01810026274897947,0.5219954372334337
E,0.01,0.05,0.001,0.0035,val,100.0,100.0,0.001477512808166397,0.012184458968249883,0.12126207752803961,0.0003327046744282769,0.011971917294033567,0.027790425395462445
I,0.01,0.1,0.001,0.0035,test,100.0,100.0,0.022255351615581728,0.031437038349046355,0.7079341052351044,0.017410130942527705,0.02759925108836964,0.6308189626650246
I,0.01,0.1,0.001,0.0035,train,100.0,100.0,0.011037278075969131,0.018314009812725206,0.6026685683927822,0.009448254568215566,0.01810026274897947,0.5219954372334337
I,0.01,0.1,0.001,0.0035,val,100.0,100.0,0.0016640674542681179,0.01184365056861529,0.1405029171104776,0.0003327046744282769,0.011971917294033567,0.027790425395462445
M,0.1,0.01,0.001,0.0035,test,100.0,100.0,0.023795060741414294,0.028952449866432417,0.8218669180109872,0.017410130942527705,0.02759925108836964,0.6308189626650246
M,0.1,0.01,0.001,0.0035,train,100.0,100.0,0.015428201681327013,0.02060559876265378,0.7487383336096411,0.009448254568215566,0.01810026274897947,0.5219954372334337
M,0.1,0.01,0.001,0.0035,val,100.0,100.0,0.005686987289514576,0.015200319055883836,0.3741360472916576,0.0003327046744282769,0.011971917294033567,0.027790425395462445
Q,0.1,0.05,0.001,0.0035,test,100.0,100.0,0.02286924647696923,0.03100224950375989,0.7376640999375877,0.017410130942527705,0.02759925108836964,0.6308189626650246
Q,0.1,0.05,0.001,0.0035,train,100.0,100.0,0.013234312324560816,0.01860083838256887,0.7114900980082383,0.009448254568215566,0.01810026274897947,0.5219954372334337
Q,0.1,0.05,0.001,0.0035,val,100.0,100.0,0.003018019670818936,0.011768573605471755,0.2564473632691791,0.0003327046744282769,0.011971917294033567,0.027790425395462445
U,0.1,0.1,0.001,0.0035,test,100.0,100.0,0.022187282064099353,0.031220656964855972,0.710660319812109,0.017410130942527705,0.02759925108836964,0.6308189626650246
U,0.1,0.1,0.001,0.0035,train,100.0,100.0,0.011694456519067425,0.018366398522765084,0.6367310664600607,0.009448254568215566,0.01810026274897947,0.5219954372334337
U,0.1,0.1,0.001,0.0035,val,100.0,100.0,0.002468827634988822,0.011993309687548014,0.20585040319155753,0.0003327046744282769,0.011971917294033567,0.027790425395462445
Y,1.0,0.01,0.001,0.0035,test,100.0,100.0,0.028689224819665123,0.03555977899108858,0.8067886143512862,0.017410130942527705,0.02759925108836964,0.6308189626650246
Y,1.0,0.01,0.001,0.0035,train,100.0,100.0,0.018079892491562777,0.02192016370123505,0.8248064538733028,0.009448254568215566,0.01810026274897947,0.5219954372334337
Y,1.0,0.01,0.001,0.0035,val,100.0,100.0,0.0063674796319911344,0.015324387099313035,0.41551284174106146,0.0003327046744282769,0.011971917294033567,0.027790425395462445
A,0.01,0.01,0.001,0.004,test,100.0,100.0,0.022863475970317813,0.03161878656322178,0.7230978305849652,0.017849798509027622,0.027602425820553386,0.6466749924236582
A,0.01,0.01,0.001,0.004,train,100.0,100.0,0.011151973375566228,0.018245948433730994,0.6112027234681071,0.009675302388970441,0.01814542390775701,0.5332089477557549
A,0.01,0.01,0.001,0.004,val,100.0,100.0,0.0016010849839757126,0.0117429867462861,0.13634393178087648,0.0006868378996877735,0.011957192187411411,0.057441403371724535
AC,1.0,0.05,0.001,0.004,test,100.0,100.0,0.025359878585420922,0.03023282245114955,0.8388194197071348,0.017849798509027622,0.027602425820553386,0.6466749924236582
AC,1.0,0.05,0.001,0.004,train,100.0,100.0,0.016010116842551672,0.020842964751757096,0.7681304954677267,0.009675302388970441,0.01814542390775701,0.5332089477557549
AC,1.0,0.05,0.001,0.004,val,100.0,100.0,0.004939692822116346,0.013560515360402384,0.36427028696684427,0.0006868378996877735,0.011957192187411411,0.057441403371724535
AG,1.0,0.1,0.001,0.004,test,100.0,100.0,0.023658035300265442,0.029749655341683355,0.795237290239193,0.017849798509027622,0.027602425820553386,0.6466749924236582
AG,1.0,0.1,0.001,0.004,train,100.0,100.0,0.01492504401172381,0.019851415276960594,0.7518377809714085,0.009675302388970441,0.01814542390775701,0.5332089477557549
AG,1.0,0.1,0.001,0.004,val,100.0,100.0,0.002992671420524614,0.012346976949558828,0.24238090283218391,0.0006868378996877735,0.011957192187411411,0.057441403371724535
E,0.01,0.05,0.001,0.004,test,100.0,100.0,0.022641530936334173,0.03090193061567104,0.7326898509091685,0.017849798509027622,0.027602425820553386,0.6466749924236582
E,0.01,0.05,0.001,0.004,train,100.0,100.0,0.011516882852489686,0.018267689649671296,0.6304509805412896,0.009675302388970441,0.01814542390775701,0.5332089477557549
E,0.01,0.05,0.001,0.004,val,100.0,100.0,0.002696450170693662,0.012797849322391431,0.21069557099451006,0.0006868378996877735,0.011957192187411411,0.057441403371724535
I,0.01,0.1,0.001,0.004,test,100.0,100.0,0.022747216895038436,0.03142265384887559,0.7239113858337748,0.017849798509027622,0.027602425820553386,0.6466749924236582
I,0.01,0.1,0.001,0.004,train,100.0,100.0,0.011328629862896698,0.018297771631477742,0.619126202383512,0.009675302388970441,0.01814542390775701,0.5332089477557549
I,0.01,0.1,0.001,0.004,val,100.0,100.0,0.0020678671859325655,0.011860432399525105,0.17435006718987864,0.0006868378996877735,0.011957192187411411,0.057441403371724535
M,0.1,0.01,0.001,0.004,test,100.0,100.0,0.024230174290063574,0.028878469126236313,0.8390394304942997,0.017849798509027622,0.027602425820553386,0.6466749924236582
M,0.1,0.01,0.001,0.004,train,100.0,100.0,0.01593700096188037,0.02074992101293022,0.7680511627577401,0.009675302388970441,0.01814542390775701,0.5332089477557549
M,0.1,0.01,0.001,0.004,val,100.0,100.0,0.00542693698025716,0.015422660710152077,0.3518807216145888,0.0006868378996877735,0.011957192187411411,0.057441403371724535
Q,0.1,0.05,0.001,0.004,test,100.0,100.0,0.02332518907794584,0.030937506128420153,0.7539453561760964,0.017849798509027622,0.027602425820553386,0.6466749924236582
Q,0.1,0.05,0.001,0.004,train,100.0,100.0,0.013367830780836637,0.0186952772923182,0.7150378446440255,0.009675302388970441,0.01814542390775701,0.5332089477557549
Q,0.1,0.05,0.001,0.004,val,100.0,100.0,0.0031813608839217447,0.011784037844011684,0.2699720525141092,0.0006868378996877735,0.011957192187411411,0.057441403371724535
U,0.1,0.1,0.001,0.004,test,100.0,100.0,0.022626978502889614,0.03115906752572115,0.7261763685156929,0.017849798509027622,0.027602425820553386,0.6466749924236582
U,0.1,0.1,0.001,0.004,train,100.0,100.0,0.011938010255321641,0.01836761600905722,0.6499488147392107,0.009675302388970441,0.01814542390775701,0.5332089477557549
U,0.1,0.1,0.001,0.004,val,100.0,100.0,0.0029550159781514145,0.012249545353710872,0.2412347472973753,0.0006868378996877735,0.011957192187411411,0.057441403371724535
Y,1.0,0.01,0.001,0.004,test,100.0,100.0,0.030134132215460428,0.03790203492982486,0.7950531487414421,0.017849798509027622,0.027602425820553386,0.6466749924236582
Y,1.0,0.01,0.001,0.004,train,100.0,100.0,0.018284790136392132,0.021824608813864665,0.8378060881411274,0.009675302388970441,0.01814542390775701,0.5332089477557549
Y,1.0,0.01,0.001,0.004,val,100.0,100.0,0.006656339031361799,0.015596708310439321,0.42677845212247406,0.0006868378996877735,0.011957192187411411,0.057441403371724535
A,0.01,0.01,0.001,0.0045000000000000005,test,100.0,100.0,0.02334014259644958,0.031525648780273724,0.7403540767197043,0.018289351199338173,0.027613161285317572,0.6623418090271547
A,0.01,0.01,0.001,0.0045000000000000005,train,100.0,100.0,0.01138710139284098,0.01831500373179183,0.6217362310690177,0.010003103952888285,0.01813344308577799,0.5516384232723047
A,0.01,0.01,0.001,0.0045000000000000005,val,100.0,100.0,0.001986271082444197,0.01179376450527575,0.16841705474000718,0.0011282222530501278,0.011942110587775055,0.09447427610581637
AC,1.0,0.05,0.001,0.0045000000000000005,test,100.0,100.0,0.025626656844864204,0.030161172487486596,0.8496571827453542,0.018289351199338173,0.027613161285317572,0.6623418090271547
AC,1.0,0.05,0.001,0.0045000000000000005,train,100.0,100.0,0.016303706510205684,0.0208155950350614,0.7832447970841468,0.010003103952888285,0.01813344308577799,0.5516384232723047
AC,1.0,0.05,0.001,0.0045000000000000005,val,100.0,100.0,0.005183472716037357,0.013576704300758994,0.38179167792332247,0.0011282222530501278,0.011942110587775055,0.09447427610581637
AG,1.0,0.1,0.001,0.0045000000000000005,test,100.0,100.0,0.024074253083151174,0.029696182999800706,0.8106850999167824,0.018289351199338173,0.027613161285317572,0.6623418090271547
AG,1.0,0.1,0.001,0.0045000000000000005,train,100.0,100.0,0.01520093330020198,0.019777828521111113,0.7685845432023906,0.010003103952888285,0.01813344308577799,0.5516384232723047
AG,1.0,0.1,0.001,0.0045000000000000005,val,100.0,100.0,0.0033752627195737053,0.012464080249751264,0.2707991806591797,0.0011282222530501278,0.011942110587775055,0.09447427610581637
E,0.01,0.05,0.001,0.0045000000000000005,test,100.0,100.0,0.02314704452863988,0.031137602544743636,0.7433791504864582,0.018289351199338173,0.027613161285317572,0.6623418090271547
E,0.01,0.05,0.001,0.0045000000000000005,train,100.0,100.0,0.011622695316110307,0.018244254925830358,0.637060563049782,0.010003103952888285,0.01813344308577799,0.5516384232723047
E,0.01,0.05,0.001,0.0045000000000000005,val,100.0,100.0,0.00210449671020063,0.012209941258767546,0.17235928211506363,0.0011282222530501278,0.011942110587775055,0.09447427610581637
I,0.01,0.1,0.001,0.0045000000000000005,test,100.0,100.0,0.023140400493941973,0.031376523203812574,0.7375068404772351,0.018289351199338173,0.027613161285317572,0.6623418090271547
I,0.01,0.1,0.001,0.0045000000000000005,train,100.0,100.0,0.011532428771285142,0.01836444076563276,0.6279760390111617,0.010003103952888285,0.01813344308577799,0.5516384232723047
I,0.01,0.1,0.001,0.0045000000000000005,val,100.0,100.0,0.0024470960273322647,0.011967439664795835,0.204479495670767,0.0011282222530501278,0.011942110587775055,0.09447427610581637
M,0.1,0.01,0.001,0.0045000000000000005,test,100.0,100.0,0.026043750898956917,0.03202120610444335,0.8133282304606785,0.018289351199338173,0.027613161285317572,0.6623418090271547
M,0.1,0.01,0.001,0.0045000000000000005,train,100.0,100.0,0.015952004815339597,0.02051898371299564,0.7774266522010549,0.010003103952888285,0.01813344308577799,0.5516384232723047
M,0.1,0.01,0.001,0.0045000000000000005,val,100.0,100.0,0.005797128591305489,0.014335026582527655,0.40440305830802964,0.0011282222530501278,0.011942110587775055,0.09447427610581637
Q,0.1,0.05,0.001,0.0045000000000000005,test,100.0,100.0,0.023636592991999102,0.03113362028863284,0.7591983448153581,0.018289351199338173,0.027613161285317572,0.6623418090271547
Q,0.1,0.05,0.001,0.0045000000000000005,train,100.0,100.0,0.013470913339383746,0.018629300247302524,0.7231035605114152,0.010003103952888285,0.01813344308577799,0.5516384232723047
Q,0.1,0.05,0.001,0.0045000000000000005,val,100.0,100.0,0.0031022897405246267,0.011765834101073604,0.2636693424036874,0.0011282222530501278,0.011942110587775055,0.09447427610581637
U,0.1,0.1,0.001,0.0045000000000000005,test,100.0,100.0,0.02304256376933549,0.031135691393532984,0.7400691212330509,0.018289351199338173,0.027613161285317572,0.6623418090271547
U,0.1,0.1,0.001,0.0045000000000000005,train,100.0,100.0,0.012026539557126362,0.018319776203270424,0.6564785193349099,0.010003103952888285,0.01813344308577799,0.5516384232723047
U,0.1,0.1,0.001,0.0045000000000000005,val,100.0,100.0,0.0034510794617362965,0.012520065852744936,0.2756438745650869,0.0011282222530501278,0.011942110587775055,0.09447427610581637
Y,1.0,0.01,0.001,0.0045000000000000005,test,100.0,100.0,0.03059334216395345,0.038093526859414494,0.8031113074947392,0.018289351199338173,0.027613161285317572,0.6623418090271547
Y,1.0,0.01,0.001,0.0045000000000000005,train,100.0,100.0,0.018492797697547036,0.021816820116803023,0.8476394633907484,0.010003103952888285,0.01813344308577799,0.5516384232723047
Y,1.0,0.01,0.001,0.0045000000000000005,val,100.0,100.0,0.007000516172827108,0.01581927269921202,0.44253084863587205,0.0011282222530501278,0.011942110587775055,0.09447427610581637
A,0.01,0.01,0.001,0.005,test,100.0,100.0,0.02377729898221991,0.03150887668047663,0.7546222362220248,0.01873939687348921,0.027640542415456697,0.677967768907896
