return_goal,grid_case,nn_mean_ret,nn_vol,svm_mean_ret,svm_vol
0.002,Q,0.0213860479459043,0.0317561378020461,0.0161071341132554,0.0276059065987631
0.0025,Q,0.0218033709939085,0.0320035996084385,0.0165431445627994,0.027605099399159
0.003,Q,0.0220754192929526,0.0319696404307891,0.0169709025635925,0.0275981110422357
0.0035,Q,0.0227367021436649,0.0318175157766222,0.0174101309425277,0.0275992510883696
0.004,Q,0.023175389208489,0.0318567974520493,0.0178497985090276,0.0276024258205533
0.0045,Q,0.0235337233424917,0.0316930848169265,0.0182893511993381,0.0276131612853175
0.005,Q,0.0238541181804149,0.0316311705130207,0.0187393968734892,0.0276405424154566
0.0055,Q,0.0243267943012111,0.0315156673172382,0.0192147153022584,0.0276564683644039
0.006,U,0.0241520799465077,0.0308991023265205,0.0197077398739213,0.0276789572519567
0.0065,U,0.024430335762017,0.0307008162964467,0.0201974626438914,0.0277054083174891
0.007,U,0.0250532483357016,0.0308046537386451,0.0206974230996556,0.0277409933889278
0.0075,U,0.0253927874153852,0.030611752248089,0.0212008288087886,0.0277930993719805
