grid_case,C_svm_init,tau,lambda_hinge,goal_monthly,split,train_feas_pct,val_feas_pct,nn_mean_ret,nn_vol,nn_sharpe,svm_mean_ret,svm_vol,svm_sharpe
AC,1.0,0.05,0.0,0.003,train,100.0,100.0,0.015810682956381786,0.020812556750604984,0.7596703828885669,0.00921946208915653,0.018076828232827954,0.510015472288648
AC,1.0,0.05,0.0,0.003,val,100.0,100.0,0.004434875729706144,0.013215618469153414,0.3355783718879304,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
AG,1.0,0.1,0.0,0.003,test,100.0,100.0,0.022860849648951794,0.029735260914509346,0.768812814991242,0.01697090256359251,0.02759811104223574,0.6149298601272225
AG,1.0,0.1,0.0,0.003,train,100.0,100.0,0.01429951657501968,0.019923619060402964,0.7177168229802899,0.00921946208915653,0.018076828232827954,0.510015472288648
AG,1.0,0.1,0.0,0.003,val,100.0,100.0,0.002329735223233159,0.012216352101349297,0.19070629298455904,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
E,0.01,0.05,0.0,0.003,test,100.0,100.0,0.01699523439030073,0.02760043417843429,0.6157596753664211,0.01697090256359251,0.02759811104223574,0.6149298601272225
E,0.01,0.05,0.0,0.003,train,100.0,100.0,0.009501231533827342,0.01796001162912182,0.5290214577529702,0.00921946208915653,0.018076828232827954,0.510015472288648
E,0.01,0.05,0.0,0.003,val,100.0,100.0,-0.00018427326271685043,0.012155246572017626,-0.015159977348867822,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
I,0.01,0.1,0.0,0.003,test,100.0,100.0,0.01697143775335239,0.027598098327314784,0.6149495357055174,0.01697090256359251,0.02759811104223574,0.6149298601272225
I,0.01,0.1,0.0,0.003,train,100.0,100.0,0.009427040179359254,0.01796695004460136,0.524687838249273,0.00921946208915653,0.018076828232827954,0.510015472288648
I,0.01,0.1,0.0,0.003,val,100.0,100.0,-2.065976469563651e-06,0.011999118869707628,-0.00017217734833906297,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
M,0.1,0.01,0.0,0.003,test,100.0,100.0,0.025159568056228446,0.03412180915780926,0.7373456647369173,0.01697090256359251,0.02759811104223574,0.6149298601272225
M,0.1,0.01,0.0,0.003,train,100.0,100.0,0.01554427066528633,0.020368615406708368,0.763148125395097,0.00921946208915653,0.018076828232827954,0.510015472288648
M,0.1,0.01,0.0,0.003,val,100.0,100.0,0.004734408460230529,0.013481318282918446,0.35118290070178787,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
Q,0.1,0.05,0.0,0.003,test,100.0,100.0,0.02222089068578615,0.03172544323255669,0.7004123006950659,0.01697090256359251,0.02759811104223574,0.6149298601272225
Q,0.1,0.05,0.0,0.003,train,100.0,100.0,0.01140505453136796,0.018076915103377795,0.6309181885025245,0.00921946208915653,0.018076828232827954,0.510015472288648
Q,0.1,0.05,0.0,0.003,val,100.0,100.0,0.0013210872485043292,0.011595286701242675,0.11393312493504919,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
U,0.1,0.1,0.0,0.003,test,100.0,100.0,0.021609998479288937,0.03136918974857477,0.6888924658814904,0.01697090256359251,0.02759811104223574,0.6149298601272225
U,0.1,0.1,0.0,0.003,train,100.0,100.0,0.011057205204412607,0.01843439363217254,0.599813881836355,0.00921946208915653,0.018076828232827954,0.510015472288648
U,0.1,0.1,0.0,0.003,val,100.0,100.0,0.0006120230848017049,0.011900032886480448,0.05143036919213812,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
Y,1.0,0.01,0.0,0.003,test,100.0,100.0,0.02922148263173445,0.037779839471815374,0.7734676229305019,0.01697090256359251,0.02759811104223574,0.6149298601272225
Y,1.0,0.01,0.0,0.003,train,100.0,100.0,0.017949413859566204,0.02189192265305547,0.8199103451629035,0.00921946208915653,0.018076828232827954,0.510015472288648
Y,1.0,0.01,0.0,0.003,val,100.0,100.0,0.005977554771412627,0.015082930201518404,0.3963125660035576,-2.087382206117603e-06,0.011999107882662084,-0.00017396144999744277
A,0.01,0.01,0.0,0.0035,test,100.0,100.0,0.022380235603913584,0.031491638200902124,0.7106723207102575,0.017410130942527705,0.02759925108836964,0.6308189626650246
A,0.01,0.01,0.0,0.0035,train,100.0,100.0,0.010780807485706902,0.018236800361088358,0.591156741953409,0.009448254568215566,0.01810026274897947,0.5219954372334337
A,0.01,0.01,0.0,0.0035,val,100.0,100.0,0.0007572716258088863,0.011811079504230828,0.0641153609603178,0.0003327046744282769,0.011971917294033567,0.027790425395462445
AC,1.0,0.05,0.0,0.0035,test,100.0,100.0,0.024306763253613615,0.029581701778215407,0.8216823844357714,0.017410130942527705,0.02759925108836964,0.6308189626650246
AC,1.0,0.05,0.0,0.0035,train,100.0,100.0,0.01595687319669704,0.020791268227805467,0.7674795506023743,0.009448254568215566,0.01810026274897947,0.5219954372334337
AC,1.0,0.05,0.0,0.0035,val,100.0,100.0,0.00479239002830466,0.013381974200201829,0.3581227968496799,0.0003327046744282769,0.011971917294033567,0.027790425395462445
AG,1.0,0.1,0.0,0.0035,test,100.0,100.0,0.02329835431597552,0.029684083474266956,0.7848769976471707,0.017410130942527705,0.02759925108836964,0.6308189626650246
AG,1.0,0.1,0.0,0.0035,train,100.0,100.0,0.014446705493623578,0.0198653492719248,0.7272313864279001,0.009448254568215566,0.01810026274897947,0.5219954372334337
AG,1.0,0.1,0.0,0.0035,val,100.0,100.0,0.002618628818085005,0.012228616743335812,0.21413941354388516,0.0003327046744282769,0.011971917294033567,0.027790425395462445
E,0.01,0.05,0.0,0.0035,test,100.0,100.0,0.01743760113787385,0.027601909757742925,0.6317534290304126,0.017410130942527705,0.02759925108836964,0.6308189626650246
E,0.01,0.05,0.0,0.0035,train,100.0,100.0,0.00970813015717153,0.017988515730695428,0.539684891292392,0.009448254568215566,0.01810026274897947,0.5219954372334337
E,0.01,0.05,0.0,0.0035,val,100.0,100.0,0.0004315978068931705,0.011945146481219655,0.03613164623268569,0.0003327046744282769,0.011971917294033567,0.027790425395462445
I,0.01,0.1,0.0,0.0035,test,100.0,100.0,0.01741012686505534,0.02759924773551269,0.6308188915606728,0.017410130942527705,0.02759925108836964,0.6308189626650246
I,0.01,0.1,0.0,0.0035,train,100.0,100.0,0.009793749000318958,0.018239607652040534,0.5369495433574386,0.009448254568215566,0.01810026274897947,0.5219954372334337
I,0.01,0.1,0.0,0.0035,val,100.0,100.0,0.0003327152847337456,0.011971910170485786,0.027791328198084338,0.0003327046744282769,0.011971917294033567,0.027790425395462445
M,0.1,0.01,0.0,0.0035,test,100.0,100.0,0.025607228209073574,0.03357029218372923,0.762794320292572,0.017410130942527705,0.02759925108836964,0.6308189626650246
M,0.1,0.01,0.0,0.0035,train,100.0,100.0,0.015108745138582335,0.02033493857646903,0.7429943828462172,0.009448254568215566,0.01810026274897947,0.5219954372334337
M,0.1,0.01,0.0,0.0035,val,100.0,100.0,0.004217853547958286,0.014929955795227042,0.2825094464796863,0.0003327046744282769,0.011971917294033567,0.027790425395462445
Q,0.1,0.05,0.0,0.0035,test,100.0,100.0,0.022637782885686502,0.03191196647497675,0.7093822595585944,0.017410130942527705,0.02759925108836964,0.6308189626650246
Q,0.1,0.05,0.0,0.0035,train,100.0,100.0,0.012072980905863579,0.01812270110835939,0.6661799934242993,0.009448254568215566,0.01810026274897947,0.5219954372334337
Q,0.1,0.05,0.0,0.0035,val,100.0,100.0,0.0016466631329073924,0.0115450801051857,0.14262899154984054,0.0003327046744282769,0.011971917294033567,0.027790425395462445
U,0.1,0.1,0.0,0.0035,test,100.0,100.0,0.022022267594891506,0.03135435998191889,0.7023669947939845,0.017410130942527705,0.02759925108836964,0.6308189626650246
U,0.1,0.1,0.0,0.0035,train,100.0,100.0,0.01128819879880393,0.018427486028354145,0.6125739984728436,0.009448254568215566,0.01810026274897947,0.5219954372334337
U,0.1,0.1,0.0,0.0035,val,100.0,100.0,0.0008943041585576027,0.01187212484998433,0.07532806214411188,0.0003327046744282769,0.011971917294033567,0.027790425395462445
Y,1.0,0.01,0.0,0.0035,test,100.0,100.0,0.029541021747010256,0.03783359591702881,0.7808145387769789,0.017410130942527705,0.02759925108836964,0.6308189626650246
Y,1.0,0.01,0.0,0.0035,train,100.0,100.0,0.0180600829703086,0.021824585867866893,0.8275109126387404,0.009448254568215566,0.01810026274897947,0.5219954372334337
Y,1.0,0.01,0.0,0.0035,val,100.0,100.0,0.006268551891184887,0.015367956835792724,0.4078975466782432,0.0003327046744282769,0.011971917294033567,0.027790425395462445
A,0.01,0.01,0.0,0.004,test,100.0,100.0,0.022944558081269814,0.03125973087428946,0.7339973006423829,0.017849798509027622,0.027602425820553386,0.6466749924236582
A,0.01,0.01,0.0,0.004,train,100.0,100.0,0.011031745577106653,0.01815663763521217,0.607587472864722,0.009675302388970441,0.01814542390775701,0.5332089477557549
A,0.01,0.01,0.0,0.004,val,100.0,100.0,0.0010190031614476832,0.011977303922269587,0.08507784122167569,0.0006868378996877735,0.011957192187411411,0.057441403371724535
AC,1.0,0.05,0.0,0.004,test,100.0,100.0,0.024822442570040314,0.029562289232146828,0.8396657773785684,0.017849798509027622,0.027602425820553386,0.6466749924236582
AC,1.0,0.05,0.0,0.004,train,100.0,100.0,0.01610772334316522,0.020811580732781422,0.7739788509682551,0.009675302388970441,0.01814542390775701,0.5332089477557549
AC,1.0,0.05,0.0,0.004,val,100.0,100.0,0.00510843487193586,0.013531392270853523,0.377524704723981,0.0006868378996877735,0.011957192187411411,0.057441403371724535
AG,1.0,0.1,0.0,0.004,test,100.0,100.0,0.02373969198861758,0.02959610083350851,0.8021222836535797,0.017849798509027622,0.027602425820553386,0.6466749924236582
AG,1.0,0.1,0.0,0.004,train,100.0,100.0,0.01455513964514538,0.019820644853206903,0.7343423865473314,0.009675302388970441,0.01814542390775701,0.5332089477557549
AG,1.0,0.1,0.0,0.004,val,100.0,100.0,0.0029270636693175794,0.012303288113958323,0.23790905666582407,0.0006868378996877735,0.011957192187411411,0.057441403371724535
E,0.01,0.05,0.0,0.004,test,100.0,100.0,0.01787449293795848,0.027605242129418592,0.6475035739049843,0.017849798509027622,0.027602425820553386,0.6466749924236582
E,0.01,0.05,0.0,0.004,train,100.0,100.0,0.009947694592212376,0.018024876055642357,0.5518869900104831,0.009675302388970441,0.01814542390775701,0.5332089477557549
E,0.01,0.05,0.0,0.004,val,100.0,100.0,0.0007771626461144078,0.011929397956116267,0.06514684554142193,0.0006868378996877735,0.011957192187411411,0.057441403371724535
I,0.01,0.1,0.0,0.004,test,100.0,100.0,0.017854910892800207,0.027602417051311102,0.6468604129472512,0.017849798509027622,0.027602425820553386,0.6466749924236582
I,0.01,0.1,0.0,0.004,train,100.0,100.0,0.009877767017133271,0.01802921499206929,0.5478756019566264,0.009675302388970441,0.01814542390775701,0.5332089477557549
I,0.01,0.1,0.0,0.004,val,100.0,100.0,0.0006868531302115315,0.011957186543951103,0.05744270423727343,0.0006868378996877735,0.011957192187411411,0.057441403371724535
M,0.1,0.01,0.0,0.004,test,100.0,100.0,0.02607422978396782,0.0338218588583414,0.7709283482142576,0.017849798509027622,0.027602425820553386,0.6466749924236582
M,0.1,0.01,0.0,0.004,train,100.0,100.0,0.015218064720157909,0.02027246403265684,0.7506766170551595,0.009675302388970441,0.01814542390775701,0.5332089477557549
M,0.1,0.01,0.0,0.004,val,100.0,100.0,0.005131462605280706,0.014767441774930893,0.3474848713230992,0.0006868378996877735,0.011957192187411411,0.057441403371724535
Q,0.1,0.05,0.0,0.004,test,100.0,100.0,0.023172274599641232,0.031838646270445164,0.727803387181808,0.017849798509027622,0.027602425820553386,0.6466749924236582
Q,0.1,0.05,0.0,0.004,train,100.0,100.0,0.01231593884032211,0.018258577963775967,0.6745289180834203,0.009675302388970441,0.01814542390775701,0.5332089477557549
Q,0.1,0.05,0.0,0.004,val,100.0,100.0,0.0019670206729540895,0.011630702109849985,0.16912312379827063,0.0006868378996877735,0.011957192187411411,0.057441403371724535
U,0.1,0.1,0.0,0.004,test,100.0,100.0,0.022459658207712962,0.031262627874294485,0.7184187553683504,0.017849798509027622,0.027602425820553386,0.6466749924236582
U,0.1,0.1,0.0,0.004,train,100.0,100.0,0.01143891451768729,0.018436698950432515,0.6204426588415112,0.009675302388970441,0.01814542390775701,0.5332089477557549
U,0.1,0.1,0.0,0.004,val,100.0,100.0,0.001385828924763531,0.011792417936734634,0.11751864054351466,0.0006868378996877735,0.011957192187411411,0.057441403371724535
Y,1.0,0.01,0.0,0.004,test,100.0,100.0,0.027630432999045208,0.032244808009550485,0.8568955656366304,0.017849798509027622,0.027602425820553386,0.6466749924236582
Y,1.0,0.01,0.0,0.004,train,100.0,100.0,0.018179780734765085,0.021903947390277054,0.8299773739415086,0.009675302388970441,0.01814542390775701,0.5332089477557549
Y,1.0,0.01,0.0,0.004,val,100.0,100.0,0.006519327702228408,0.01570953135007099,0.41499186427251106,0.0006868378996877735,0.011957192187411411,0.057441403371724535
A,0.01,0.01,0.0,0.0045000000000000005,test,100.0,100.0,0.02334135308260998,0.031178707389193212,0.7486311985451857,0.018289351199338173,0.027613161285317572,0.6623418090271547
A,0.01,0.01,0.0,0.0045000000000000005,train,100.0,100.0,0.011375136496150818,0.018140064597946693,0.6270725461921077,0.010003103952888285,0.01813344308577799,0.5516384232723047
A,0.01,0.01,0.0,0.0045000000000000005,val,100.0,100.0,0.0013663366456247762,0.012016399779068637,0.11370599103161427,0.0011282222530501278,0.011942110587775055,0.09447427610581637
AC,1.0,0.05,0.0,0.0045000000000000005,test,100.0,100.0,0.02528839884407853,0.02953440830892022,0.8562351606544455,0.018289351199338173,0.027613161285317572,0.6623418090271547
AC,1.0,0.05,0.0,0.0045000000000000005,train,100.0,100.0,0.01636758096203298,0.020797551127046204,0.7869955871852982,0.010003103952888285,0.01813344308577799,0.5516384232723047
AC,1.0,0.05,0.0,0.0045000000000000005,val,100.0,100.0,0.005438621438471856,0.013693790271947854,0.3971596855266491,0.0011282222530501278,0.011942110587775055,0.09447427610581637
AG,1.0,0.1,0.0,0.0045000000000000005,test,100.0,100.0,0.02426503909274735,0.02957268580137059,0.8205219929940293,0.018289351199338173,0.027613161285317572,0.6623418090271547
AG,1.0,0.1,0.0,0.0045000000000000005,train,100.0,100.0,0.014758522868955631,0.019664678944973004,0.7505092205930943,0.010003103952888285,0.01813344308577799,0.5516384232723047
AG,1.0,0.1,0.0,0.0045000000000000005,val,100.0,100.0,0.0035441522806041723,0.012552417542701417,0.28234818259232985,0.0011282222530501278,0.011942110587775055,0.09447427610581637
E,0.01,0.05,0.0,0.0045000000000000005,test,100.0,100.0,0.01831528387597924,0.02761627632747433,0.6632061346045733,0.018289351199338173,0.027613161285317572,0.6623418090271547
E,0.01,0.05,0.0,0.0045000000000000005,train,100.0,100.0,0.010273935873690463,0.018014527906351444,0.5703139114457634,0.010003103952888285,0.01813344308577799,0.5516384232723047
E,0.01,0.05,0.0,0.0045000000000000005,val,100.0,100.0,0.0012164214473610905,0.011915165459823535,0.10209018509735539,0.0011282222530501278,0.011942110587775055,0.09447427610581637
I,0.01,0.1,0.0,0.0045000000000000005,test,100.0,100.0,0.018289369903871287,0.02761318108176732,0.6623420115578504,0.018289351199338173,0.027613161285317572,0.6623418090271547
I,0.01,0.1,0.0,0.0045000000000000005,train,100.0,100.0,0.010202266505818373,0.018020999031153215,0.5661321266160331,0.010003103952888285,0.01813344308577799,0.5516384232723047
I,0.01,0.1,0.0,0.0045000000000000005,val,100.0,100.0,0.0011281616840065922,0.011941932036077433,0.09447061668948242,0.0011282222530501278,0.011942110587775055,0.09447427610581637
M,0.1,0.01,0.0,0.0045000000000000005,test,100.0,100.0,0.026704947478754546,0.03410826975669622,0.7829464135374037,0.018289351199338173,0.027613161285317572,0.6623418090271547
M,0.1,0.01,0.0,0.0045000000000000005,train,100.0,100.0,0.015758390129836534,0.020164472678726616,0.7814927957764073,0.010003103952888285,0.01813344308577799,0.5516384232723047
M,0.1,0.01,0.0,0.0045000000000000005,val,100.0,100.0,0.005649388020509161,0.013838508364052975,0.40823677462058133,0.0011282222530501278,0.011942110587775055,0.09447427610581637
Q,0.1,0.05,0.0,0.0045000000000000005,test,100.0,100.0,0.02365504450248104,0.03174478151452554,0.7451632480416341,0.018289351199338173,0.027613161285317572,0.6623418090271547
Q,0.1,0.05,0.0,0.0045000000000000005,train,100.0,100.0,0.012694835076400676,0.01822616818586375,0.6965169500383683,0.010003103952888285,0.01813344308577799,0.5516384232723047
Q,0.1,0.05,0.0,0.0045000000000000005,val,100.0,100.0,0.0022326947015592633,0.011629525540993415,0.19198502066977338,0.0011282222530501278,0.011942110587775055,0.09447427610581637
U,0.1,0.1,0.0,0.0045000000000000005,test,100.0,100.0,0.022829708651661354,0.031129916348334574,0.7333687760503526,0.018289351199338173,0.027613161285317572,0.6623418090271547
U,0.1,0.1,0.0,0.0045000000000000005,train,100.0,100.0,0.011711273191310186,0.018412991217172825,0.6360331709576696,0.010003103952888285,0.01813344308577799,0.5516384232723047
U,0.1,0.1,0.0,0.0045000000000000005,val,100.0,100.0,0.001702213612390158,0.011809783068921007,0.14413589160038176,0.0011282222530501278,0.011942110587775055,0.09447427610581637
Y,1.0,0.01,0.0,0.0045000000000000005,test,100.0,100.0,0.028002862421072746,0.032182778537763516,0.8701194767053396,0.018289351199338173,0.027613161285317572,0.6623418090271547
Y,1.0,0.01,0.0,0.0045000000000000005,train,100.0,100.0,0.018437346264643575,0.021893803365940313,0.8421262379876858,0.010003103952888285,0.01813344308577799,0.5516384232723047
Y,1.0,0.01,0.0,0.0045000000000000005,val,100.0,100.0,0.006804416137123236,0.015883843051389845,0.42838600927245124,0.0011282222530501278,0.011942110587775055,0.09447427610581637
A,0.01,0.01,0.0,0.005,test,100.0,100.0,0.023692833787036734,0.03089582011411572,0.7668621094620195,0.01873939687348921,0.027640542415456697,0.677967768907896
