return_goal,grid_case,nn_mean_ret,nn_vol,svm_mean_ret,svm_vol
0.002,Q,0.011702028113072,0.0182662101117974,0.0087799118327275,0.0180604532859228
0.0025,Q,0.0111799868392995,0.0181643512856145,0.0089921214274969,0.0180641712689307
0.003,Q,0.0114050545313679,0.0180769151033777,0.0092194620891565,0.0180768282328279
0.0035,Q,0.0120729809058635,0.0181227011083593,0.0094482545682155,0.0181002627489794
0.004,Q,0.0123159388403221,0.0182585779637759,0.0096753023889704,0.018145423907757
0.0045,Q,0.0126948350764006,0.0182261681858637,0.0100031039528882,0.0181334430857779
0.005,Q,0.013272504205773,0.0183102956627306,0.0104368044638934,0.0181199309079943
0.0055,Q,0.0136348564167719,0.018386116779001,0.0109160081864858,0.0182260359358838
0.006,Q,0.0140026382879713,0.0185663473269129,0.0114139946191534,0.0184634362746266
0.0065,Q,0.0142912554894348,0.0184729494405965,0.0118998984900021,0.0187816897499648
0.007,U,0.0137326563163276,0.0187620113618794,0.012384663272973,0.0191322301819905
0.0075,U,0.0141136965342847,0.0187845841305083,0.0128825411141889,0.0195445365892615
